gene_u,gene_v,score
G140,G141,0.9
G141,G142,0.9
G142,G143,0.9
G143,G144,0.9
G144,G145,0.9
G145,G146,0.9
G146,G147,0.9
G147,G148,0.9
G148,G149,0.9
G149,G150,0.9
G150,G151,0.9
G151,G152,0.9
G152,G153,0.9
G153,G154,0.9
G154,G155,0.9
G155,G156,0.9
G156,G157,0.9
G157,G158,0.9
G158,G159,0.9
G159,G160,0.9
G160,G161,0.9
G161,G162,0.9
G162,G163,0.9
G163,G164,0.9
G164,G165,0.9
G165,G166,0.9
G166,G167,0.9
G167,G168,0.9
G168,G169,0.9
G169,G170,0.9
G170,G171,0.9
G171,G172,0.9
G172,G173,0.9
G173,G174,0.9
G174,G175,0.9
G175,G176,0.9
G176,G177,0.9
G177,G178,0.9
G178,G179,0.9
G179,G180,0.9
G180,G181,0.9
G181,G182,0.9
G182,G183,0.9
G183,G184,0.9
G184,G185,0.9
G185,G186,0.9
G186,G187,0.9
G187,G188,0.9
G188,G189,0.9
G189,G190,0.9
G190,G191,0.9
G191,G192,0.9
G192,G193,0.9
G193,G194,0.9
G194,G195,0.9
G195,G196,0.9
G196,G197,0.9
G197,G198,0.9
G198,G199,0.9
G199,G200,0.9
G200,G201,0.9
G201,G202,0.9
G202,G203,0.9
G203,G204,0.9
G204,G205,0.9
G205,G206,0.9
G206,G207,0.9
G207,G208,0.9
G208,G209,0.9
G209,G210,0.9
G210,G211,0.9
G211,G212,0.9
G212,G213,0.9
G213,G214,0.9
G214,G215,0.9
G215,G216,0.9
G216,G217,0.9
G217,G218,0.9
G218,G219,0.9
G219,G220,0.9
G220,G221,0.9
G221,G222,0.9
G222,G223,0.9
G223,G224,0.9
G224,G225,0.9
G225,G226,0.9
G226,G227,0.9
G227,G228,0.9
G228,G229,0.9
G229,G230,0.9
G230,G231,0.9
G231,G232,0.9
G232,G233,0.9
G233,G234,0.9
G234,G235,0.9
G235,G236,0.9
G236,G237,0.9
G237,G238,0.9
G238,G239,0.9
G239,G240,0.9
G240,G241,0.9
G241,G242,0.9
G242,G243,0.9
G243,G244,0.9
G244,G245,0.9
G245,G246,0.9
G246,G247,0.9
G247,G248,0.9
G248,G249,0.9
G249,G250,0.9
G250,G251,0.9
G251,G252,0.9
G252,G253,0.9
G253,G254,0.9
G254,G255,0.9
G255,G256,0.9
G256,G257,0.9
G257,G258,0.9
G258,G259,0.9
G259,G260,0.9
G260,G261,0.9
G261,G262,0.9
G262,G263,0.9
G263,G264,0.9
G264,G265,0.9
G265,G266,0.9
G266,G267,0.9
G267,G268,0.9
G268,G269,0.9
G269,G270,0.9
G270,G271,0.9
G271,G272,0.9
G272,G273,0.9
G273,G274,0.9
G274,G275,0.9
G275,G276,0.9
G276,G277,0.9
G277,G278,0.9
G278,G279,0.9
G279,G280,0.9
G280,G281,0.9
G281,G282,0.9
G282,G283,0.9
G283,G284,0.9
G284,G285,0.9
G285,G286,0.9
G286,G287,0.9
G287,G288,0.9
G288,G289,0.9
G289,G290,0.9
G290,G291,0.9
G291,G292,0.9
G292,G293,0.9
G293,G294,0.9
G294,G295,0.9
G295,G296,0.9
G296,G297,0.9
G297,G298,0.9
G298,G299,0.9
G299,G300,0.9
G300,G301,0.9
G301,G302,0.9
G302,G303,0.9
G303,G304,0.9
G304,G305,0.9
G305,G306,0.9
G306,G307,0.9
G307,G308,0.9
G308,G309,0.9
G309,G310,0.9
G310,G311,0.9
G311,G312,0.9
G312,G313,0.9
G313,G314,0.9
G314,G315,0.9
G315,G316,0.9
G316,G317,0.9
G317,G318,0.9
G318,G319,0.9
G319,G320,0.9
G320,G321,0.9
G321,G322,0.9
G322,G323,0.9
G323,G324,0.9
G324,G325,0.9
G325,G326,0.9
G326,G327,0.9
G327,G328,0.9
G328,G329,0.9
G329,G330,0.9
G330,G331,0.9
G331,G332,0.9
G332,G333,0.9
G333,G334,0.9
G334,G335,0.9
G335,G336,0.9
G336,G337,0.9
G337,G338,0.9
G338,G339,0.9
G339,G340,0.9
G340,G341,0.9
G341,G342,0.9
G342,G343,0.9
G343,G344,0.9
G344,G345,0.9
G345,G346,0.9
G346,G347,0.9
G347,G348,0.9
G348,G349,0.9
G349,G350,0.9
G350,G351,0.9
G351,G352,0.9
G352,G353,0.9
G353,G354,0.9
G354,G355,0.9
G355,G356,0.9
G356,G357,0.9
G357,G358,0.9
G358,G359,0.9
G359,G360,0.9
G360,G361,0.9
G361,G362,0.9
G362,G363,0.9
G363,G364,0.9
G364,G365,0.9
G365,G366,0.9
G366,G367,0.9
G367,G368,0.9
G368,G369,0.9
G369,G370,0.9
G370,G371,0.9
G371,G372,0.9
G372,G373,0.9
G373,G374,0.9
G374,G375,0.9
G375,G376,0.9
G376,G377,0.9
G377,G378,0.9
G378,G379,0.9
G379,G380,0.9
G380,G381,0.9
G381,G382,0.9
G382,G383,0.9
G383,G384,0.9
G384,G385,0.9
G385,G386,0.9
G386,G387,0.9
G387,G388,0.9
G388,G389,0.9
G389,G390,0.9
G390,G391,0.9
G391,G392,0.9
G392,G393,0.9
G393,G394,0.9
G394,G395,0.9
G395,G396,0.9
G396,G397,0.9
G397,G398,0.9
G398,G399,0.9
G399,G400,0.9
G400,G401,0.9
G401,G402,0.9
G402,G403,0.9
G403,G404,0.9
G404,G405,0.9
G405,G406,0.9
G406,G407,0.9
G407,G408,0.9
G408,G409,0.9
G409,G410,0.9
G410,G411,0.9
G411,G412,0.9
G412,G413,0.9
G413,G414,0.9
G414,G415,0.9
G415,G416,0.9
G416,G417,0.9
G417,G418,0.9
G418,G419,0.9
G419,G420,0.9
G420,G421,0.9
G421,G422,0.9
G422,G423,0.9
G423,G424,0.9
G424,G425,0.9
G425,G426,0.9
G426,G427,0.9
G427,G428,0.9
G428,G429,0.9
G429,G430,0.9
G430,G431,0.9
G431,G432,0.9
G432,G433,0.9
G433,G434,0.9
G434,G435,0.9
G435,G436,0.9
G436,G437,0.9
G437,G438,0.9
G438,G439,0.9
G439,G440,0.9
G440,G441,0.9
G441,G442,0.9
G442,G443,0.9
G443,G444,0.9
G444,G445,0.9
G445,G446,0.9
G446,G447,0.9
G447,G448,0.9
G448,G449,0.9
G449,G450,0.9
G450,G451,0.9
G451,G452,0.9
G452,G453,0.9
G453,G454,0.9
G454,G455,0.9
G455,G456,0.9
G456,G457,0.9
G457,G458,0.9
G458,G459,0.9
G459,G460,0.9
G460,G461,0.9
G461,G462,0.9
G462,G463,0.9
G463,G464,0.9
G464,G465,0.9
G465,G466,0.9
G466,G467,0.9
G467,G468,0.9
G468,G469,0.9
G469,G470,0.9
G470,G471,0.9
G471,G472,0.9
G472,G473,0.9
G473,G474,0.9
G474,G475,0.9
G475,G476,0.9
G476,G477,0.9
G477,G478,0.9
G478,G479,0.9
G479,G480,0.9
G480,G481,0.9
G481,G482,0.9
G482,G483,0.9
G483,G484,0.9
G484,G485,0.9
G485,G486,0.9
G486,G487,0.9
G487,G488,0.9
G488,G489,0.9
G489,G490,0.9
G490,G491,0.9
G491,G492,0.9
G492,G493,0.9
G493,G494,0.9
G494,G495,0.9
G495,G496,0.9
G496,G497,0.9
G497,G498,0.9
G498,G499,0.9
G499,G500,0.9
G500,G501,0.9
G501,G502,0.9
G502,G503,0.9
G503,G504,0.9
G504,G505,0.9
G505,G506,0.9
G506,G507,0.9
G507,G508,0.9
G508,G509,0.9
G509,G510,0.9
G510,G511,0.9
G511,G512,0.9
G512,G513,0.9
G513,G514,0.9
G514,G515,0.9
G515,G516,0.9
G516,G517,0.9
G517,G518,0.9
G518,G519,0.9
G519,G520,0.9
G520,G521,0.9
G521,G522,0.9
G522,G523,0.9
G523,G524,0.9
G524,G525,0.9
G525,G526,0.9
G526,G527,0.9
G527,G528,0.9
G528,G529,0.9
G529,G530,0.9
G530,G531,0.9
G531,G532,0.9
G532,G533,0.9
G533,G534,0.9
G534,G535,0.9
G535,G536,0.9
G536,G537,0.9
G537,G538,0.9
G538,G539,0.9
G539,G540,0.9
G540,G541,0.9
G541,G542,0.9
G542,G543,0.9
G543,G544,0.9
G544,G545,0.9
G545,G546,0.9
G546,G547,0.9
G547,G548,0.9
G548,G549,0.9
G549,G550,0.9
G550,G551,0.9
G551,G552,0.9
G552,G553,0.9
G553,G554,0.9
G554,G555,0.9
G555,G556,0.9
G556,G557,0.9
G557,G558,0.9
G558,G559,0.9
G559,G560,0.9
G560,G561,0.9
G561,G562,0.9
G562,G563,0.9
G563,G564,0.9
G564,G565,0.9
G565,G566,0.9
G566,G567,0.9
G567,G568,0.9
G568,G569,0.9
G569,G570,0.9
G570,G571,0.9
G571,G572,0.9
G572,G573,0.9
G573,G574,0.9
G574,G575,0.9
G575,G576,0.9
G576,G577,0.9
G577,G578,0.9
G578,G579,0.9
G579,G580,0.9
G580,G581,0.9
G581,G582,0.9
G582,G583,0.9
G583,G584,0.9
G584,G585,0.9
G585,G586,0.9
G586,G587,0.9
G587,G588,0.9
G588,G589,0.9
G589,G590,0.9
G590,G591,0.9
G591,G592,0.9
G592,G593,0.9
G593,G594,0.9
G594,G595,0.9
G595,G596,0.9
G596,G597,0.9
G597,G598,0.9
G598,G599,0.9
G374,G89,0.768684954871933
G63,G326,0.8468542331587048
G497,G62,0.8930584781911675
G182,G178,0.8450351246430204
G479,G349,0.9268707216026355
G223,G567,0.8971306871174349
G312,G120,0.752593320078983
G324,G137,0.7579960549947571
G101,G82,0.8749039711747675
G426,G551,0.872727841462256
G97,G504,0.8789451569125322
G488,G441,0.8875456507920702
G19,G200,0.8352619879677883
G3,G290,0.839635125252117
G567,G9,0.7400736652073632
G246,G303,0.9402774044741509
G425,G582,0.7408800053894791
G469,G109,0.7493020016017462
G521,G266,0.7952330823020731
G332,G390,0.7293011426380465
G495,G198,0.9285508482362088
G103,G201,0.801674766330178
G513,G119,0.8035871169554498
G400,G216,0.707191126568753
G590,G100,0.7953195244976994
G131,G310,0.7189911472856736
G542,G28,0.7876731335613162
G477,G572,0.822526267562607
G418,G468,0.8034015962217694
G404,G535,0.7020707034718097
G108,G498,0.9131550418324349
G91,G147,0.8480613016761805
G176,G503,0.8556563032381022
G244,G118,0.71606273371797
G294,G402,0.903384415585812
G278,G450,0.8201895286329954
G376,G5,0.8007189814896164
G174,G452,0.7589487421012511
G226,G583,0.7435149105348091
G404,G302,0.7008902610025323
G385,G201,0.9329958927293414
G496,G251,0.7218762602826545
G238,G191,0.7001206806327812
G68,G429,0.871135200782986
G163,G74,0.7773968971746457
G279,G314,0.9070594071184603
G588,G194,0.7234844218628483
G148,G255,0.8128436032586137
G551,G424,0.9017656503924982
G223,G9,0.7050264614531103
G468,G477,0.8269641538025845
G277,G333,0.8278481962426912
G585,G289,0.8521460680965582
G558,G467,0.885912733883748
G91,G239,0.7641556397414448
G332,G143,0.7351264281350784
G193,G365,0.7342140887267373
G199,G375,0.8266416281465442
G413,G313,0.8894396997285694
G38,G429,0.8400625678947109
G242,G355,0.7042142656613591
G84,G19,0.9024791406060021
G166,G576,0.8666747994022463
G363,G587,0.9340141527446636
G79,G358,0.9083623963951786
G332,G384,0.93421190592627
G264,G329,0.8089537339134235
G538,G204,0.7411192746548916
G167,G318,0.9496727337001358
G281,G539,0.8512688837181143
G84,G378,0.8068044421336342
G218,G226,0.8270757523439378
G427,G25,0.8647070764344436
G290,G304,0.9263936090963131
G152,G589,0.7086098723918333
G94,G239,0.7366432748820394
G504,G271,0.9126992180506384
G439,G151,0.7068094936626552
G369,G39,0.785578266097006
G355,G391,0.88185431619147
G593,G433,0.881905755139269
G180,G381,0.8705643133197646
G328,G242,0.8655604131405774
G50,G215,0.9275155640164223
G178,G97,0.8970042760132568
G292,G123,0.7723598475490633
G362,G535,0.8939209956028036
G111,G553,0.8803819803864645
G297,G427,0.858954622607164
G182,G473,0.8078119882951662
G419,G85,0.8876098606931344
G95,G552,0.8258525082210728
G325,G78,0.9030794974070594
G586,G3,0.7342204677512786
G174,G353,0.722809059838787
G56,G113,0.7794061328291912
G468,G341,0.8296385024486702
G6,G505,0.7882109175410904
G301,G204,0.739261070611295
G564,G287,0.8816657787796581
G292,G59,0.8066984098572664
G409,G15,0.8748903894205718
G15,G29,0.7859323888239138
G136,G367,0.7507070029546098
G394,G250,0.8424022852396686
G447,G265,0.7231688880349795
G116,G96,0.9098446689097889
G3,G534,0.7760095511786458
G141,G440,0.8440256034662792
G295,G182,0.9268178839248067
G433,G480,0.8325108977774629
G202,G29,0.8288144992354076
G176,G529,0.7429776203706424
G449,G27,0.8271507348307459
G168,G87,0.8332736637117486
G39,G394,0.7773322112099565
G141,G165,0.8332676279060961
G137,G498,0.9364099808999222
G235,G111,0.7943360814815088
G436,G285,0.7815471229268566
G47,G44,0.7933750402887961
G362,G248,0.8213876543725921
G507,G440,0.7690981668003332
G121,G365,0.8087642283218216
G296,G337,0.7706008612053596
G529,G235,0.8997817257727637
G222,G576,0.7251234474796842
G319,G514,0.7248297510821122
G133,G178,0.8474625717799624
G300,G90,0.706378384867286
G33,G82,0.9065640063542436
G209,G26,0.701989885895129
G480,G525,0.9174730968360847
G502,G460,0.8687185998438725
G211,G3,0.8286969546945602
G61,G417,0.7359980422145855
G329,G530,0.9395984404525919
G487,G204,0.892236483487888
G0,G542,0.7731885511056402
G152,G429,0.8154571471458277
G496,G32,0.9361968795635939
G206,G169,0.7519907284943995
G506,G332,0.7009544227593157
G189,G86,0.8338713354892171
G259,G156,0.8522311854291614
G498,G171,0.7802511870711535
G277,G270,0.821799937088251
G582,G312,0.7107850869131261
G214,G510,0.8408830102275597
G415,G573,0.8597005602577861
G269,G388,0.8105345310525744
G569,G272,0.7335844656662122
G277,G301,0.8876340169337837
G480,G597,0.7295182032306107
G171,G402,0.9050155958155879
G413,G470,0.7878709625133394
G163,G162,0.7079864206409976
G108,G497,0.7064205397990478
G385,G593,0.840154139271511
G404,G547,0.8262266759142375
G497,G380,0.8290571124860793
G599,G359,0.7171360725794228
G141,G262,0.9234942315903041
G111,G502,0.7470403328886752
G500,G489,0.8425964272274182
G513,G119,0.9239082350385066
G60,G421,0.7455204029634844
G439,G112,0.8319117783877195
G175,G475,0.8597760826062864
G254,G553,0.9174377910280114
G388,G550,0.875266123519627
G481,G35,0.8246687826427723
G512,G399,0.9000713794674372
G341,G145,0.9372720554942497
G114,G272,0.8040441532549011
G10,G314,0.9477335476369604
G467,G80,0.8830882839214739
G80,G395,0.9050946470421839
G290,G157,0.9391653019790918
G89,G178,0.8097186552529811
G376,G249,0.7507607894197652
G587,G382,0.7274561329357528
G488,G367,0.7940187166038399
G519,G206,0.7258383223040522
G55,G463,0.8224668115272347
G181,G217,0.7417626103570477
G554,G567,0.9318370106403491
G346,G486,0.874107841443113
G213,G29,0.906648207838844
G354,G5,0.8645059992989985
G53,G165,0.8327635088820211
G368,G247,0.7916751980559223
G193,G513,0.931269624161414
G319,G515,0.7981815118985947
G204,G146,0.8270153722788176
G378,G473,0.7502638536746128
G181,G400,0.9451959042684865
G100,G129,0.919085146213375
G112,G531,0.7221149519083114
G309,G12,0.8400523705519609
G149,G108,0.8284809871224197
G40,G158,0.8525204793058218
G181,G424,0.8986867718142323
G378,G388,0.9131961552768083
G36,G275,0.9458812444577279
G333,G120,0.9437725604682123
G14,G88,0.8323348859748115
G224,G443,0.8899972567521741
G463,G109,0.7890809082421915
G431,G400,0.8440812204270465
G545,G363,0.8388382398153394
G271,G420,0.7453513302772635
G246,G303,0.7397397423288755
G24,G65,0.7545042674603548
G290,G24,0.7875653777470369
G487,G386,0.713881977509226
G196,G202,0.7328072318088841
G526,G597,0.7451600572705288
G471,G105,0.949632699476824
G338,G131,0.8691834057029716
G15,G379,0.7627076551109493
G192,G426,0.7075214301253031
G450,G369,0.8096545033297841
G326,G491,0.7090116346323124
G381,G314,0.760470920923463
G485,G45,0.7892299593384821
G171,G327,0.7811864804872348
G486,G67,0.898810190823987
G414,G144,0.8282906905999641
G56,G249,0.8252206035595345
G573,G290,0.8907801258377321
G349,G141,0.7565773061708465
G48,G423,0.9308644839603673
G232,G187,0.9437052921448439
G409,G394,0.7756346337010663
G396,G394,0.8955480255323063
G560,G21,0.799810143626741
G463,G564,0.7014283894622455
G187,G181,0.7961503552282903
G233,G232,0.9071326408787064
G215,G188,0.8334688810334694
G592,G22,0.870418678279937
G571,G170,0.8468191777067977
G30,G568,0.9060448699524997
G301,G558,0.7563230834315973
G597,G576,0.9241859067428262
G242,G504,0.8490124559946053
G534,G179,0.7177920138121616
G48,G370,0.8280199021963424
G68,G146,0.7249535765764867
G471,G95,0.8214180302215518
G359,G588,0.8251258519414475
G321,G437,0.7705742483084042
G303,G487,0.9161919527221781
G388,G137,0.7182096819834353
G257,G518,0.7249537696990644
G1,G413,0.8637173636438455
G519,G506,0.8138708315639337
G525,G511,0.7886055100499549
G475,G175,0.7199249391674835
G577,G57,0.9340511253789192
G460,G226,0.7824453162975327
G52,G354,0.785169631616472
G136,G263,0.700074856008656
G191,G174,0.9430609961058151
G246,G222,0.9153871135081748
G15,G161,0.8313002481194659
G431,G54,0.8532884739120059
G500,G442,0.9272136726613702
G169,G354,0.9340501515427965
G187,G484,0.8484599871425572
G532,G369,0.8555197059587176
G471,G388,0.7780999060982261
G372,G290,0.7885604107887364
G121,G169,0.9325323549830706
G426,G577,0.7950473325352345
G124,G370,0.9154759206397449
G396,G249,0.7627722187996203
G221,G598,0.8719791501265368
G232,G543,0.7087259032994225
G475,G211,0.8265410231391702
G292,G114,0.7251393259914196
G33,G157,0.8281847257285821
G374,G321,0.9228432042445309
G394,G275,0.8881471544855322
G504,G471,0.8655590442812685
G418,G244,0.7003853572334832
G552,G468,0.9140169097804346
G466,G301,0.833296027369949
G487,G240,0.8223997670693985
G562,G510,0.7649957053591685
G66,G282,0.9092368584815207
G449,G67,0.8475321164526806
G40,G91,0.8935009006581016
G149,G246,0.9069661809907263
G256,G170,0.8330277017273111
G115,G51,0.7778171004402921
G222,G143,0.878140978212077
G566,G348,0.837308653723184
G500,G489,0.8331888492574118
G302,G462,0.8521123840815097
G496,G251,0.9184692441286978
G174,G431,0.7259461351741023
G153,G459,0.7663846932675862
G188,G37,0.7723768638797751
G207,G203,0.8570137785143752
G99,G590,0.7595278260634677
G95,G342,0.7694255713187887
G75,G396,0.9428181916766859
G121,G395,0.8710652228359742
G483,G73,0.741209569768698
G263,G373,0.8493979469726827
G300,G140,0.9408300665762808
G127,G67,0.7073539511674483
G484,G470,0.854057670943051
G263,G262,0.8056720455265689
G89,G96,0.8060327330239905
G394,G248,0.7056750202656284
G595,G407,0.8746522355553723
G495,G540,0.7541346990715916
G477,G586,0.8262124782300042
G15,G497,0.8208394767821772
G213,G431,0.7865552498949255
G574,G451,0.9434005219425764
G11,G31,0.8796700951616334
G334,G535,0.8628990723281611
G74,G564,0.9488612102162339
G242,G448,0.7283385117159542
G424,G490,0.7303804449424722
G175,G574,0.8381540085511309
G180,G13,0.7403185185382581
G302,G176,0.9037308834808426
G394,G74,0.9139332357957026
G77,G74,0.8527503907545306
G2,G250,0.7711606397596037
G376,G76,0.8858614392299978
G61,G424,0.72766006056629
G20,G208,0.9296072983167775
G235,G430,0.8227004894599064
G325,G447,0.7452207047656915
G434,G466,0.8571026126259513
G443,G292,0.9294550761745992
G256,G111,0.7322833729761754
G81,G160,0.882254659064319
G519,G117,0.8659624151195244
G291,G281,0.845082026980809
G312,G25,0.8716608338363641
G237,G374,0.8440589905127879
G586,G307,0.7516254350123082
G519,G202,0.8015152786684816
G4,G334,0.9281118168234008
G217,G276,0.8531530895945878
G459,G200,0.7626304111251166
G377,G68,0.749880653989839
G84,G85,0.7694046393931782
G12,G456,0.7022580813005457
G283,G80,0.7449599011597485
G6,G154,0.8957192607846305
G237,G384,0.7348043302044933
G368,G568,0.806339233703357
G261,G134,0.7601503566760051
G398,G348,0.7312314627788336
G154,G148,0.787949515678254
G527,G499,0.9395532618015562
G536,G115,0.928026505379828
G411,G309,0.877425246712079
G100,G72,0.821360262532148
G333,G410,0.8934065779046012
G303,G239,0.7221585315784312
G66,G109,0.8266366774684002
G267,G341,0.8732247773716637
G372,G453,0.8482008321112444
G236,G380,0.7036493343786018
G197,G382,0.7809570867012472
G555,G105,0.866980346649774
G448,G582,0.7381602856790104
G563,G310,0.7051305203608421
G208,G0,0.8699975621643332
G255,G442,0.7283874028746135
G111,G323,0.7601393400452909
G5,G583,0.9126209358598226
G368,G157,0.8727826711819874
G122,G408,0.7136041495670751
G157,G109,0.7003583739066888
G283,G137,0.8824906552564412
G313,G399,0.8427621914006711
G538,G67,0.8392610170515931
G545,G513,0.7941214895192115
G485,G331,0.8426531865292858
G427,G323,0.8686564044595504
G399,G144,0.8230774134865746
G77,G294,0.891391728013138
G428,G516,0.7111015951989068
G103,G217,0.8795564063233942
G534,G178,0.7512403926186824
G483,G140,0.8418744884029294
G162,G594,0.8659299849960315
G278,G470,0.7533566085885612
G24,G122,0.8991928370196114
G105,G13,0.7727277485037629
G408,G313,0.7405075847508649
G213,G427,0.8380530855414683
G106,G403,0.7964617331657173
G162,G456,0.7802393006702062
G6,G235,0.7746062154947857
G119,G72,0.8139748374471097
G89,G321,0.845523232533532
G150,G285,0.9384172695618953
G326,G13,0.7747353297836237
G519,G437,0.9154366384648694
G432,G331,0.7978410719753255
G42,G200,0.7371787037052044
G474,G190,0.7795126199686289
G429,G510,0.9429815941494036
G482,G58,0.8953833235149493
G269,G194,0.8526895768976286
G585,G22,0.7854622884207018
G301,G215,0.7261709991049404
G171,G570,0.896165205744671
G237,G209,0.8101333812412573
G169,G536,0.75615714032045
G156,G466,0.776210359965708
G194,G334,0.9410322972793159
G301,G421,0.7571827522965984
G582,G303,0.8990210646365405
G192,G175,0.8290368810072555
G348,G597,0.9010601939079537
G3,G311,0.8608208455305743
G214,G193,0.8482046190200357
G249,G276,0.7738490277517155
G289,G49,0.7295225429335463
G398,G390,0.9034078263822283
G479,G290,0.7189535122628042
G471,G322,0.8496164886887543
G298,G54,0.8627178668133632
G244,G173,0.8384258909456812
G398,G448,0.7045912712600525
G530,G200,0.7509459417145321
G231,G246,0.8482908674895975
G96,G69,0.7122721043754192
G84,G268,0.902693322031665
G175,G78,0.8822121886249071
G255,G139,0.8702410080307766
G541,G280,0.9024020250965478
G137,G437,0.852024783053701
G444,G400,0.8766672439889012
G533,G108,0.8563259065922716
G163,G510,0.7273848056893414
G433,G303,0.7198380332584771
G21,G88,0.88346131705238
G293,G367,0.7625804237909474
G291,G203,0.7032142586405024
G145,G36,0.9269312573726685
G583,G74,0.7368976499806112
G47,G53,0.7214273111471612
G133,G186,0.7663549340388655
G396,G269,0.7187203226890739
G143,G23,0.7082138809541716
G86,G529,0.8933574893330847
G149,G277,0.8432662155917096
G412,G557,0.7114347855972645
G555,G343,0.9209285257550068
G114,G270,0.7360487811943114
G131,G213,0.8288172550496401
G261,G137,0.7990631214921882
G409,G471,0.7032095140062642
G351,G595,0.9106491139662446
G231,G111,0.8628047731027565
G377,G198,0.839273056888404
G522,G573,0.758969822035134
G309,G105,0.9262554148429044
G592,G455,0.8641661645312346
G286,G559,0.7906926747844101
G159,G304,0.824933856313024
G11,G454,0.7932453600601505
G178,G354,0.736379975910501
G545,G127,0.763355321752047
G276,G35,0.8176347467427366
G563,G417,0.7069071747514872
G267,G438,0.9067640299567734
G565,G478,0.7639419069646495
G86,G283,0.7622657525548231
G430,G269,0.8871801455559989
G352,G292,0.8884047174475895
G595,G472,0.9271391199622607
G512,G527,0.8380642775996127
G232,G548,0.7452185905595151
G366,G34,0.7825735189881609
G311,G397,0.7380332285412085
G305,G341,0.7572409521820881
G156,G218,0.7129824337086457
G69,G215,0.7767164009864536
G271,G279,0.758601241864588
G30,G489,0.8972429901022131
G557,G168,0.727808465849055
G319,G560,0.8495979750316032
G369,G494,0.8329796126575134
G243,G284,0.8448875492450427
G283,G229,0.7106514277236855
G371,G105,0.8771667883517831
G510,G577,0.8916767757447983
G545,G501,0.7597605201436652
G574,G491,0.8142221716154696
G280,G509,0.7720923912200542
G585,G100,0.9204724560883961
G393,G100,0.831653106758898
G469,G435,0.7332944722326209
G593,G547,0.7206855454794399
G522,G316,0.8538043285941737
G508,G425,0.8088181058469329
G562,G559,0.9488064038290792
G111,G332,0.8671483377448602
G464,G401,0.851391078901229
G0,G305,0.7392504089410945
G27,G539,0.711648880268406
G319,G108,0.9245208924767885
G515,G337,0.8387236813836223
G245,G309,0.790130924508136
G104,G160,0.8099066589168082
G371,G294,0.7206377735860574
G160,G346,0.8861390950907696
G293,G161,0.9181058176724236
G418,G545,0.9186909087168069
G74,G400,0.8955783247669982
G3,G34,0.8547574506768196
G475,G169,0.8576624270366395
G342,G237,0.7499524341329087
G164,G504,0.702472192113986
G517,G397,0.8898056380111481
G501,G522,0.8831793435703439
G366,G49,0.8244813787053223
G551,G503,0.7195643369958196
G220,G308,0.8414159545805957
G352,G305,0.9284700744229404
G126,G214,0.7548678564420715
G144,G77,0.7564219786246629
G355,G39,0.8571813740610834
