gene_u,gene_v,score
G140,G141,0.9
G141,G142,0.9
G142,G143,0.9
G143,G144,0.9
G144,G145,0.9
G145,G146,0.9
G146,G147,0.9
G147,G148,0.9
G148,G149,0.9
G149,G150,0.9
G150,G151,0.9
G151,G152,0.9
G152,G153,0.9
G153,G154,0.9
G154,G155,0.9
G155,G156,0.9
G156,G157,0.9
G157,G158,0.9
G158,G159,0.9
G159,G160,0.9
G160,G161,0.9
G161,G162,0.9
G162,G163,0.9
G163,G164,0.9
G164,G165,0.9
G165,G166,0.9
G166,G167,0.9
G167,G168,0.9
G168,G169,0.9
G169,G170,0.9
G170,G171,0.9
G171,G172,0.9
G172,G173,0.9
G173,G174,0.9
G174,G175,0.9
G175,G176,0.9
G176,G177,0.9
G177,G178,0.9
G178,G179,0.9
G179,G180,0.9
G180,G181,0.9
G181,G182,0.9
G182,G183,0.9
G183,G184,0.9
G184,G185,0.9
G185,G186,0.9
G186,G187,0.9
G187,G188,0.9
G188,G189,0.9
G189,G190,0.9
G190,G191,0.9
G191,G192,0.9
G192,G193,0.9
G193,G194,0.9
G194,G195,0.9
G195,G196,0.9
G196,G197,0.9
G197,G198,0.9
G198,G199,0.9
G199,G200,0.9
G200,G201,0.9
G201,G202,0.9
G202,G203,0.9
G203,G204,0.9
G204,G205,0.9
G205,G206,0.9
G206,G207,0.9
G207,G208,0.9
G208,G209,0.9
G209,G210,0.9
G210,G211,0.9
G211,G212,0.9
G212,G213,0.9
G213,G214,0.9
G214,G215,0.9
G215,G216,0.9
G216,G217,0.9
G217,G218,0.9
G218,G219,0.9
G219,G220,0.9
G220,G221,0.9
G221,G222,0.9
G222,G223,0.9
G223,G224,0.9
G224,G225,0.9
G225,G226,0.9
G226,G227,0.9
G227,G228,0.9
G228,G229,0.9
G229,G230,0.9
G230,G231,0.9
G231,G232,0.9
G232,G233,0.9
G233,G234,0.9
G234,G235,0.9
G235,G236,0.9
G236,G237,0.9
G237,G238,0.9
G238,G239,0.9
G239,G240,0.9
G240,G241,0.9
G241,G242,0.9
G242,G243,0.9
G243,G244,0.9
G244,G245,0.9
G245,G246,0.9
G246,G247,0.9
G247,G248,0.9
G248,G249,0.9
G249,G250,0.9
G250,G251,0.9
G251,G252,0.9
G252,G253,0.9
G253,G254,0.9
G254,G255,0.9
G255,G256,0.9
G256,G257,0.9
G257,G258,0.9
G258,G259,0.9
G259,G260,0.9
G260,G261,0.9
G261,G262,0.9
G262,G263,0.9
G263,G264,0.9
G264,G265,0.9
G265,G266,0.9
G266,G267,0.9
G267,G268,0.9
G268,G269,0.9
G269,G270,0.9
G270,G271,0.9
G271,G272,0.9
G272,G273,0.9
G273,G274,0.9
G274,G275,0.9
G275,G276,0.9
G276,G277,0.9
G277,G278,0.9
G278,G279,0.9
G279,G280,0.9
G280,G281,0.9
G281,G282,0.9
G282,G283,0.9
G283,G284,0.9
G284,G285,0.9
G285,G286,0.9
G286,G287,0.9
G287,G288,0.9
G288,G289,0.9
G289,G290,0.9
G290,G291,0.9
G291,G292,0.9
G292,G293,0.9
G293,G294,0.9
G294,G295,0.9
G295,G296,0.9
G296,G297,0.9
G297,G298,0.9
G298,G299,0.9
G299,G300,0.9
G300,G301,0.9
G301,G302,0.9
G302,G303,0.9
G303,G304,0.9
G304,G305,0.9
G305,G306,0.9
G306,G307,0.9
G307,G308,0.9
G308,G309,0.9
G309,G310,0.9
G310,G311,0.9
G311,G312,0.9
G312,G313,0.9
G313,G314,0.9
G314,G315,0.9
G315,G316,0.9
G316,G317,0.9
G317,G318,0.9
G318,G319,0.9
G319,G320,0.9
G320,G321,0.9
G321,G322,0.9
G322,G323,0.9
G323,G324,0.9
G324,G325,0.9
G325,G326,0.9
G326,G327,0.9
G327,G328,0.9
G328,G329,0.9
G329,G330,0.9
G330,G331,0.9
G331,G332,0.9
G332,G333,0.9
G333,G334,0.9
G334,G335,0.9
G335,G336,0.9
G336,G337,0.9
G337,G338,0.9
G338,G339,0.9
G339,G340,0.9
G340,G341,0.9
G341,G342,0.9
G342,G343,0.9
G343,G344,0.9
G344,G345,0.9
G345,G346,0.9
G346,G347,0.9
G347,G348,0.9
G348,G349,0.9
G349,G350,0.9
G350,G351,0.9
G351,G352,0.9
G352,G353,0.9
G353,G354,0.9
G354,G355,0.9
G355,G356,0.9
G356,G357,0.9
G357,G358,0.9
G358,G359,0.9
G359,G360,0.9
G360,G361,0.9
G361,G362,0.9
G362,G363,0.9
G363,G364,0.9
G364,G365,0.9
G365,G366,0.9
G366,G367,0.9
G367,G368,0.9
G368,G369,0.9
G369,G370,0.9
G370,G371,0.9
G371,G372,0.9
G372,G373,0.9
G373,G374,0.9
G374,G375,0.9
G375,G376,0.9
G376,G377,0.9
G377,G378,0.9
G378,G379,0.9
G379,G380,0.9
G380,G381,0.9
G381,G382,0.9
G382,G383,0.9
G383,G384,0.9
G384,G385,0.9
G385,G386,0.9
G386,G387,0.9
G387,G388,0.9
G388,G389,0.9
G389,G390,0.9
G390,G391,0.9
G391,G392,0.9
G392,G393,0.9
G393,G394,0.9
G394,G395,0.9
G395,G396,0.9
G396,G397,0.9
G397,G398,0.9
G398,G399,0.9
G12,G358,0.8799441095689629
G362,G53,0.7888794060635763
G261,G376,0.8019119805462788
G178,G140,0.7458878939958279
G230,G144,0.7159833589517183
G111,G265,0.7913175408436391
G203,G316,0.9229791742086741
G109,G107,0.7553958731117866
G151,G317,0.7671602542408247
G292,G286,0.9434711894125314
G252,G19,0.7004837369652521
G112,G64,0.7567220443447831
G309,G21,0.8580573601338454
G187,G42,0.7090728892253504
G283,G94,0.8178066181099233
G329,G192,0.7359454927023319
G290,G263,0.8779888825191975
G173,G374,0.7773555683098551
G381,G118,0.7811732257416386
G266,G293,0.7408233158431956
G108,G369,0.7480230215124801
G31,G155,0.7087446637338901
G149,G258,0.8646362163385196
G153,G271,0.8981310185176115
G335,G215,0.8538740509797021
G42,G240,0.9145234023117135
G192,G33,0.8046629538649357
G259,G320,0.7153501665351503
G395,G169,0.8110985131675894
G227,G20,0.8157581551756526
G335,G338,0.8875160268798608
G44,G340,0.9386621874848684
G164,G250,0.8916103928064423
G381,G162,0.7446210498548061
G271,G218,0.831099066641811
G251,G389,0.9374745083962477
G207,G52,0.773362254185868
G136,G210,0.7468026067682705
G347,G147,0.8675099396949753
G295,G361,0.9400533829903258
G85,G24,0.7605327646001953
G208,G264,0.7709058131097978
G327,G304,0.7782259743252069
G225,G279,0.8943088881029062
G197,G282,0.8169697331953996
G195,G371,0.9145415095150842
G177,G29,0.8875317992400591
G154,G379,0.7382885886795392
G17,G326,0.9426028404677252
G321,G50,0.838512364127831
G139,G93,0.8805679757582768
G382,G306,0.9204896773521336
G350,G281,0.7049903319268307
G79,G32,0.9275728866338149
G348,G213,0.7864970064647591
G281,G258,0.7750057980481788
G300,G376,0.9089742997245588
G10,G164,0.7793100141974971
G72,G216,0.8669016546930042
G269,G117,0.8339939103914987
G1,G287,0.7088968071422097
G392,G269,0.9173139245213324
G398,G71,0.851644136188443
G259,G306,0.8911528274501666
G348,G132,0.8800403109957335
G210,G126,0.7279634504687806
G235,G38,0.8089114519309389
G26,G345,0.7950761254446174
G40,G297,0.7609985244623172
G331,G340,0.7374521080366268
G54,G395,0.9054188320721079
G108,G152,0.7874130388564573
G114,G96,0.9188136371532648
G161,G39,0.7132723396896401
G315,G216,0.8717373949604407
G198,G306,0.8414333677083601
G350,G396,0.7845043075483792
G215,G256,0.9146339882125049
G103,G11,0.8880794066555527
G291,G56,0.7566675039827468
G331,G344,0.8831089363240985
G111,G73,0.8780892405163832
G352,G309,0.9062045184352346
G62,G127,0.9147692061305011
G1,G12,0.946479904734122
G301,G7,0.9294499579186797
G165,G116,0.8418025139662759
G139,G279,0.8558012769489931
G96,G144,0.8994105644634317
G378,G28,0.8589279084186556
G246,G336,0.8653575660044309
G234,G146,0.848617571824144
G28,G374,0.8054296850689577
G316,G142,0.91456074766371
G114,G245,0.85747222066899
G106,G78,0.8180550316268946
G236,G395,0.734298883321646
G344,G349,0.9164626061766379
G308,G156,0.839551279494384
G255,G352,0.9478902165040135
G226,G64,0.7549482228331654
G138,G332,0.7375596020129042
G388,G47,0.8521469974656911
G70,G105,0.7817765159676504
G213,G393,0.8449508056748517
G253,G384,0.8677264557076338
G101,G350,0.8802364516813905
G37,G269,0.9361642298383079
G72,G323,0.812106802111424
G54,G232,0.946625003658474
G56,G86,0.7854506081296403
G239,G203,0.8048654234069444
G295,G228,0.7385224960663317
G3,G13,0.8848366519333177
G270,G82,0.7119318522775814
G395,G73,0.8046216538940896
G79,G127,0.7358809734895752
G355,G61,0.7480331760104445
G175,G174,0.875148485011731
G315,G291,0.7537678588839152
G9,G293,0.7265274799272105
G292,G287,0.9109807011749964
G340,G163,0.9394848046376251
G185,G143,0.7227187763620022
G346,G284,0.8994931933580311
G136,G197,0.9393063812114197
G318,G351,0.7901798970518152
G25,G179,0.7688485174679424
G61,G176,0.8610292483094276
G141,G130,0.748373211088464
G169,G104,0.795614430615674
G205,G18,0.7262732284074824
G41,G34,0.8228560166663063
G106,G396,0.9287684925600934
G159,G160,0.8399155730999872
G92,G221,0.9142157916244286
G116,G53,0.9267248770401469
G202,G170,0.8277723530272195
G348,G144,0.940425422812853
G118,G130,0.8710434265783612
G393,G24,0.7398482821961792
G214,G263,0.8542055904360633
G204,G166,0.9228512657127923
G369,G11,0.879912965846527
G27,G147,0.7507905684133244
G7,G129,0.7272924950642319
G127,G145,0.7415477645536481
G120,G227,0.876670927498757
G98,G116,0.9096103213515867
G272,G190,0.7246432080279127
G282,G314,0.8525541452945711
G294,G386,0.8880476664462612
G141,G176,0.8568534921693725
G337,G131,0.858305573519413
G346,G6,0.7207322833056585
G205,G357,0.9173310178880281
G393,G78,0.7492799650652003
G244,G155,0.7632094188166343
G232,G251,0.7936929621024555
G235,G151,0.9253273880011381
G136,G126,0.863711641875882
G385,G138,0.7759559768080417
G8,G96,0.8645087300071504
G51,G37,0.7203098796462062
G372,G190,0.7522765140683076
G117,G336,0.9076780914413436
G366,G349,0.8855397264303522
G121,G174,0.8488271058055531
G301,G176,0.905108296108439
G70,G166,0.8004632872421347
G192,G270,0.912277308157902
G290,G169,0.7074803155372208
G227,G370,0.729553346492037
G145,G102,0.89259478324945
G383,G296,0.8931564723994114
G245,G184,0.9013563848316863
G194,G130,0.857032470793793
G0,G331,0.921881104559325
G1,G255,0.7027147023488746
G360,G167,0.9131638942227143
G70,G166,0.7581228603166917
G272,G353,0.7110218610492555
G252,G147,0.7104532558624527
G295,G13,0.7037982829766916
G82,G316,0.9279782185262524
G375,G61,0.8529517932371287
G225,G268,0.791843150748982
G135,G327,0.7304497054643024
G46,G57,0.8491998288142943
G209,G287,0.90111495969238
G337,G128,0.8863279581745095
G351,G63,0.9201391688957256
G210,G223,0.8549468840104582
G255,G88,0.8308374744934186
G351,G368,0.894698569617771
G5,G139,0.7114724752234034
G320,G151,0.8101460285157223
G384,G60,0.8963618032824696
G236,G45,0.8613802362343015
G15,G238,0.715823341851041
G142,G309,0.7083597161176645
G357,G6,0.9471868268423402
G155,G79,0.947042655360538
G149,G185,0.779534746688532
G25,G346,0.8628016260598207
G297,G218,0.7475638142480531
G218,G320,0.7704630067733311
G284,G74,0.7494709890834599
G274,G47,0.8994160330023004
G112,G384,0.9227908652797762
G117,G246,0.8358009348356013
G366,G326,0.9175454373392613
G189,G156,0.9464409557621194
G286,G2,0.8852371740401115
G180,G266,0.7895572763527221
G64,G144,0.8448586112199769
G231,G323,0.8314984144038436
G347,G227,0.8157049870805866
G290,G71,0.8957943731042929
G172,G297,0.8417520325514829
G113,G96,0.774709276127598
G389,G86,0.8750802647276692
G386,G26,0.8522926775028894
G36,G287,0.8177836727138804
G0,G346,0.8419065118518556
G397,G265,0.7451111493432383
G322,G172,0.7547059321657266
G87,G260,0.7602239895761589
G143,G266,0.794174110291239
G150,G111,0.8676806457202817
G161,G30,0.7820625634899848
G371,G147,0.8984222057431172
G87,G359,0.7052409288717472
G89,G189,0.767494136945498
G308,G141,0.7063589040927183
G90,G88,0.8909285535260463
G57,G9,0.7503904055996666
G293,G256,0.9016089222124849
G272,G352,0.9321687522783918
G261,G20,0.9117065684760215
G79,G54,0.945522080756833
G66,G363,0.8373494549565854
G296,G202,0.8486635395438722
G296,G293,0.7256139960285959
G296,G121,0.8005567466317222
G347,G42,0.8431932423343191
G288,G371,0.7939915968178168
G352,G139,0.8774293972828673
G18,G294,0.882511599911063
G63,G394,0.7759119805806278
G157,G63,0.7665460089990451
G348,G392,0.735276525870171
G100,G224,0.7233742501190548
G36,G14,0.8637862178308207
G346,G80,0.7871663130103363
G374,G125,0.8662395073117357
G179,G54,0.7301415262221712
G274,G177,0.8220193465679078
G35,G338,0.719144764983282
G282,G59,0.8134052340033108
G17,G153,0.8124792874517771
G125,G181,0.8300389116804066
G162,G257,0.9129198096832923
G22,G19,0.8309734219589633
G100,G35,0.7840161890578277
G30,G261,0.8367591623320051
G105,G320,0.7878245155796286
G200,G236,0.8849719713392206
G337,G66,0.8834192303934324
G51,G233,0.8739304161113208
G4,G345,0.7695272501818401
G395,G323,0.732589389203676
G227,G174,0.8171964312395683
G114,G113,0.7262429058703224
G104,G117,0.8592716460807591
G45,G149,0.9121224348125426
G291,G207,0.7401284501168651
G279,G91,0.7018269864574842
G208,G285,0.7566488031730236
G285,G325,0.7605250075387422
G285,G327,0.7908657435482201
G167,G46,0.8826338905145807
G264,G23,0.9368630271228581
G43,G282,0.7517239205492974
G100,G259,0.8608659682286917
G58,G26,0.8146133914822504
G262,G85,0.7957317934347675
G399,G396,0.8040295158687335
G125,G35,0.7118788793758646
G209,G33,0.8147517273777964
G126,G293,0.9150403374548797
G217,G183,0.7427300485782526
G172,G16,0.7024954761052202
G242,G281,0.71350053964672
G345,G183,0.9114372045570183
G179,G362,0.8006265271579933
G203,G39,0.7565393004763552
G219,G348,0.8168007376514317
G156,G255,0.7277199064725968
G12,G62,0.8860586897298446
G87,G128,0.9123258335165856
G377,G262,0.8599749983218392
G237,G322,0.7156544256761406
G121,G114,0.8151393351202507
G152,G336,0.7035710752668747
G53,G149,0.7393077173559577
G292,G273,0.9048308352767352
G12,G315,0.7808348420202701
G208,G132,0.7174356626215431
G209,G371,0.7977505109840453
G208,G385,0.9103390218848666
G164,G389,0.922349687657133
G46,G193,0.931975111477192
G239,G256,0.9151949161350192
G159,G236,0.8371051410884172
G30,G347,0.8913808151607163
G392,G46,0.7370416240036977
G57,G48,0.9178129980531107
G229,G298,0.7985521753437006
G80,G111,0.7009536229964443
G335,G362,0.7197735130713508
G305,G77,0.9315153082061856
G145,G219,0.7078215782743291
G258,G285,0.8866675881818922
G26,G238,0.7805047461150765
G119,G209,0.866290143506623
G354,G346,0.8477825232539651
G149,G359,0.7690258905908791
G168,G295,0.7040488909381114
G97,G371,0.9395188669881134
G329,G335,0.7050413178399711
G281,G69,0.9178906687858511
G399,G61,0.8728141208920952
G206,G93,0.8635011265892442
G225,G399,0.9181832129674425
G42,G228,0.73480299019059
G161,G290,0.8226075317416357
G213,G304,0.8215451441230225
G325,G207,0.7124704552511367
G371,G60,0.8468032941796906
G256,G19,0.8428796030015877
G21,G256,0.8300702264415998
G324,G179,0.8516459810333926
G110,G387,0.805603330435025
G278,G31,0.8124833096832087
G6,G73,0.9104775641216678
G324,G214,0.7346095720710679
G216,G226,0.8668494798243838
G279,G306,0.9402360892872141
G32,G277,0.7468991546699312
G18,G265,0.9396738121563584
G389,G136,0.7784231695424695
G281,G357,0.9352726345578882
G53,G315,0.7958944834448903
G314,G206,0.8449658118428653
G301,G345,0.8250236470201393
G336,G387,0.9265825579274253
G316,G149,0.930236576768835
G69,G71,0.8131168818403456
G314,G110,0.9241757453499402
G71,G366,0.8304089921476407
G183,G19,0.7647859664312454
G323,G387,0.7407480042628942
G161,G116,0.9202696185691204
G60,G354,0.772897801107364
G12,G239,0.7891629846416339
G44,G64,0.8731427013555884
G351,G145,0.8431807705009772
G378,G20,0.9009580355877315
G243,G298,0.827846326425584
G264,G137,0.7279689618602444
G193,G289,0.8314537526094028
G229,G54,0.7553628949521198
G168,G93,0.8344246529306716
G134,G251,0.8462807828617137
G207,G281,0.7559750635622874
G29,G241,0.7847992385232752
G134,G212,0.930107961925443
G114,G179,0.8802238072952541
G141,G84,0.766409895591172
G2,G330,0.8170214792431403
G362,G353,0.790251497010404
G125,G253,0.8802521165389455
G175,G290,0.7246529062151232
G283,G3,0.9358323272396312
G123,G212,0.9474187169070274
G53,G383,0.9247476985108478
G12,G282,0.7716707748575937
G228,G284,0.9471534244675626
G150,G48,0.8639848898312424
G128,G318,0.8993418611798966
G287,G10,0.728283841612434
G235,G115,0.802236098489196
G302,G48,0.9434111878845117
G112,G108,0.7554684118097952
G121,G17,0.8943410193243512
G167,G227,0.8414521470269742
G303,G234,0.7397541627242902
G27,G317,0.7675493095044748
G305,G80,0.7481132677877534
G243,G186,0.7625515663829104
G21,G181,0.7358087746074501
G321,G276,0.866136451693899
G275,G189,0.7212522379009335
G329,G293,0.7918714927529727
G16,G72,0.8661237790186127
G132,G192,0.8198969664491362
G318,G33,0.7617141108782041
G297,G189,0.8445402370549953
G41,G12,0.8702970864564892
G42,G296,0.8521077972615247
G172,G399,0.909194640570695
G133,G42,0.9312058767412057
G1,G218,0.8571524498584325
G112,G158,0.8858423479099795
G320,G65,0.8747396357550319
G270,G195,0.894853728004451
G215,G125,0.7294525204823781
G119,G106,0.7252205430917759
G272,G246,0.9158600295460073
G314,G147,0.9135043294298815
G222,G86,0.9080639843259216
G364,G31,0.7002601614141684
G38,G84,0.9205246747969954
G311,G258,0.7061861183972938
G7,G315,0.7231999611868962
G351,G88,0.7622057954002248
G196,G278,0.7988263577131408
G137,G21,0.801878409571307
G369,G100,0.9386700552128382
G126,G383,0.7731631907578768
G289,G290,0.8206781532684518
G293,G336,0.7427775863353867
G1,G314,0.7882417550916597
G59,G342,0.9032484355553626
G53,G26,0.7421223018508369
G4,G367,0.7722204025550391
G290,G351,0.7459621451156773
G142,G27,0.8194224980130745
G209,G387,0.7493350051945119
G82,G298,0.7092161566092758
G362,G332,0.7686199540601819
G387,G179,0.7735868855053666
G310,G24,0.7582154651052706
G13,G162,0.923830401239784
G374,G338,0.7813010542564096
G377,G279,0.8986327636709331
G387,G141,0.7821996382761607
G10,G353,0.8580871770593972
G10,G199,0.7053591747413116
G43,G395,0.8713268634000622
G35,G247,0.805371050354889
G140,G113,0.8213832699356832
G236,G333,0.7369627289104489
G153,G186,0.8967501824082278
G144,G321,0.7948101399107562
G356,G164,0.7945494407079963
G389,G150,0.7336989026399423
G102,G171,0.7607278812940483
G283,G96,0.8186746070217557
G0,G117,0.8121789574755828
G323,G325,0.8096628252087771
G39,G6,0.7338241218117444
G58,G11,0.8073865991438193
G106,G0,0.7503115115801682
G204,G54,0.9354074440702758
G213,G68,0.8780706634336943
G110,G48,0.9070832014592752
G259,G185,0.9088390647155221
G203,G76,0.7209554829673996
G325,G375,0.7827888999203338
G307,G232,0.7211761392265434
G223,G231,0.8699809695819987
G347,G190,0.849605900132729
G3,G294,0.7089471423042986
G254,G177,0.7439278524578838
G355,G239,0.8129407915420066
G85,G117,0.8695293455757872
G53,G137,0.892734241882313
G391,G184,0.7543562809210688
G257,G275,0.8284393242637439
G174,G162,0.9262610521163623
G361,G368,0.7731525392479376
G144,G120,0.846458005244055
G79,G31,0.9364335925374497
G262,G245,0.7564762824944075
G36,G181,0.920404329832203
G137,G125,0.8590689847208846
G153,G139,0.743049267793821
G126,G155,0.9056973194221473
G16,G330,0.8037396619307073
G280,G230,0.7763342186481785
G313,G75,0.8118285270894758
G304,G161,0.9422045178484164
G61,G160,0.9432226350331265
G194,G221,0.7135437248030896
G187,G115,0.9322560296289517
G55,G194,0.8109941073915883
G199,G191,0.9246914228475238
G177,G259,0.8990752254733665
G61,G271,0.9425116049055564
G349,G300,0.9456934963266891
G378,G278,0.7168347142235153
G95,G267,0.8967629136086827
G144,G13,0.8466221921699577
G247,G223,0.7926083811366873
G353,G125,0.8925921636578782
G150,G99,0.9096015939261114
G343,G303,0.7301943902220864
G390,G284,0.7772562958422063
G99,G91,0.8796070410456261
G81,G351,0.8630423231523267
G158,G106,0.7602556459258938
G170,G159,0.8918311050997527
G355,G41,0.8070680545687323
G117,G259,0.7753772481589944
G30,G211,0.8667967353374153
G251,G352,0.7715407528375973
G70,G81,0.9036030009603494
G189,G23,0.9359930273506297
G101,G35,0.865772684890473
G290,G286,0.7519794975796842
G361,G152,0.7837446198092219
G128,G221,0.7225766374510662
G299,G111,0.7434961506975195
G199,G78,0.7934450086077569
G77,G53,0.7799844745999076
G63,G234,0.8194465102616308
G362,G207,0.8230439971072452
G280,G347,0.8426108069863512
G264,G370,0.8658493668413746
G297,G40,0.7647781267926276
G316,G79,0.7066743632515036
G144,G93,0.8094337974327118
G128,G370,0.7696998594432736
G375,G205,0.8286836106915214
G216,G225,0.9091317093194212
G45,G345,0.9387993565631703
G313,G200,0.9143192977187174
G166,G186,0.9157444998380287
G46,G247,0.9170608674537234
G62,G134,0.9171469536995223
G170,G16,0.8595300360406652
G320,G262,0.9095538898169566
G34,G185,0.9457822519270368
G339,G276,0.9325671362864958
G10,G250,0.8992104480190547
G391,G221,0.9472271132282856
G193,G73,0.9129098929243326
G192,G355,0.7360529773546105
G123,G137,0.7040018812661122
G233,G184,0.7584843789958634
G9,G94,0.7705466056065554
G357,G7,0.8334301658456458
G385,G371,0.8035054222773029
G95,G290,0.9229112077586726
G282,G156,0.9337881579797422
G243,G53,0.7073866112884682
G128,G118,0.8047786594767208
G343,G306,0.800692771308684
G377,G53,0.9203015928201176
G275,G77,0.9338612890963637
G194,G115,0.7242084903857137
G387,G55,0.7088956394967318
G102,G273,0.7467516353405295
G341,G385,0.847451794818328
G104,G290,0.9462247690174475
G143,G229,0.9279357390960928
G58,G384,0.9102483834345625
G106,G74,0.7962117374949654
G185,G218,0.8394628514148073
G132,G174,0.813680524108553
G292,G131,0.7443680374663222
G333,G179,0.8720720793335769
G118,G385,0.9282352319437464
G84,G117,0.9382059104531701
G383,G158,0.8359643782542615
G275,G156,0.71512381534531
G23,G56,0.7133740919696567
G344,G345,0.7235046637105411
G90,G44,0.8816934883857059
G131,G297,0.9272389136587866
G251,G159,0.8425928087493183
G112,G237,0.8597954253238358
G389,G212,0.727719491934312
G104,G387,0.8480836827394955
G286,G91,0.9457337820064871
G126,G119,0.771341161054637
G75,G312,0.9261350053464158
G341,G234,0.7136672971285607
G284,G377,0.7540390895313156
G177,G368,0.9493613176509301
G399,G305,0.7391492533855006
G384,G149,0.7310526330499754
G142,G237,0.7890051975849754
G358,G71,0.9242011103183643
G395,G196,0.7324168567231474
G295,G69,0.8414221112995263
G352,G55,0.8055142044896018
G297,G102,0.8346355611525473
G107,G313,0.866560019820779
G262,G199,0.7131377027272212
G245,G222,0.8376591966870048
G115,G378,0.8129280951613849
G62,G366,0.7431134631900742
G2,G321,0.7793391977529267
G23,G69,0.8893969756917772
G140,G301,0.8141804225459371
G73,G399,0.9059549840478898
G334,G388,0.8517533646494916
G378,G346,0.7998578028253931
G370,G387,0.8540828043739914
G291,G251,0.8166141870591426
G212,G375,0.8804941188945349
G378,G150,0.7061247789836267
G347,G133,0.7368219818216533
G391,G91,0.7315383925618677
G225,G295,0.7694701231506379
G91,G333,0.9225869449965899
G39,G1,0.9473417357086666
G105,G324,0.8745958685803181
G106,G229,0.8139921011006653
G309,G367,0.7904247548401473
G25,G300,0.7829920547784069
G23,G286,0.8692765967848278
G74,G340,0.75719677819945
G162,G207,0.9308268348316548
G95,G28,0.7978008888299675
G14,G60,0.856932532576349
G242,G295,0.7740014163123388
G323,G9,0.8947308861784552
G12,G360,0.767795619648508
G115,G365,0.9040381647827931
G352,G70,0.8537444673134159
G130,G212,0.8818309148497772
G73,G125,0.8365016485739913
G275,G55,0.8760974086843476
G270,G148,0.916372101103016
G394,G94,0.7954016383452132
G318,G236,0.9231811888310695
G130,G124,0.8021449255097013
G324,G112,0.807958310485823
G231,G210,0.943888654872778
G48,G18,0.8548391734103034
G50,G325,0.8066137680351926
G318,G275,0.818321072414426
G214,G42,0.7854824061877153
G320,G362,0.7277020308703669
G283,G212,0.9425966832533405
G128,G270,0.8696187481386165
G314,G282,0.9292408023264549
G0,G332,0.9106170488376674
G256,G382,0.87280902662737
G211,G187,0.764077338562121
G203,G111,0.8446050033757581
G20,G291,0.7717768155814774
G256,G12,0.8930049317609738
G68,G112,0.8917797812925258
G86,G121,0.882751292927884
G256,G118,0.8710153847110267
G295,G364,0.8376627170109889
G171,G50,0.9498206869443175
G20,G219,0.9297577278196701
G10,G273,0.7848220112448379
G129,G156,0.8400000861324565
G121,G46,0.7412916472702292
G8,G62,0.7976905810741
G9,G103,0.7531412231006309
G364,G379,0.7676051178352566
G65,G83,0.7394378521007018
G247,G399,0.7750979110193128
