gene_u,gene_v,score
G140,G141,0.9
G141,G142,0.9
G142,G143,0.9
G143,G144,0.9
G144,G145,0.9
G145,G146,0.9
G146,G147,0.9
G147,G148,0.9
G148,G149,0.9
G149,G150,0.9
G150,G151,0.9
G151,G152,0.9
G152,G153,0.9
G153,G154,0.9
G154,G155,0.9
G155,G156,0.9
G156,G157,0.9
G157,G158,0.9
G158,G159,0.9
G159,G160,0.9
G160,G161,0.9
G161,G162,0.9
G162,G163,0.9
G163,G164,0.9
G164,G165,0.9
G165,G166,0.9
G166,G167,0.9
G167,G168,0.9
G168,G169,0.9
G169,G170,0.9
G170,G171,0.9
G171,G172,0.9
G172,G173,0.9
G173,G174,0.9
G174,G175,0.9
G175,G176,0.9
G176,G177,0.9
G177,G178,0.9
G178,G179,0.9
G179,G180,0.9
G180,G181,0.9
G181,G182,0.9
G182,G183,0.9
G183,G184,0.9
G184,G185,0.9
G185,G186,0.9
G186,G187,0.9
G187,G188,0.9
G188,G189,0.9
G189,G190,0.9
G190,G191,0.9
G191,G192,0.9
G192,G193,0.9
G193,G194,0.9
G194,G195,0.9
G195,G196,0.9
G196,G197,0.9
G197,G198,0.9
G198,G199,0.9
G199,G200,0.9
G200,G201,0.9
G201,G202,0.9
G202,G203,0.9
G203,G204,0.9
G204,G205,0.9
G205,G206,0.9
G206,G207,0.9
G207,G208,0.9
G208,G209,0.9
G209,G210,0.9
G210,G211,0.9
G211,G212,0.9
G212,G213,0.9
G213,G214,0.9
G214,G215,0.9
G215,G216,0.9
G216,G217,0.9
G217,G218,0.9
G218,G219,0.9
G219,G220,0.9
G220,G221,0.9
G221,G222,0.9
G222,G223,0.9
G223,G224,0.9
G224,G225,0.9
G225,G226,0.9
G226,G227,0.9
G227,G228,0.9
G228,G229,0.9
G229,G230,0.9
G230,G231,0.9
G231,G232,0.9
G232,G233,0.9
G233,G234,0.9
G234,G235,0.9
G235,G236,0.9
G236,G237,0.9
G237,G238,0.9
G238,G239,0.9
G239,G240,0.9
G240,G241,0.9
G241,G242,0.9
G242,G243,0.9
G243,G244,0.9
G244,G245,0.9
G245,G246,0.9
G246,G247,0.9
G247,G248,0.9
G248,G249,0.9
G249,G250,0.9
G250,G251,0.9
G251,G252,0.9
G252,G253,0.9
G253,G254,0.9
G254,G255,0.9
G255,G256,0.9
G256,G257,0.9
G257,G258,0.9
G258,G259,0.9
G259,G260,0.9
G260,G261,0.9
G261,G262,0.9
G262,G263,0.9
G263,G264,0.9
G264,G265,0.9
G265,G266,0.9
G266,G267,0.9
G267,G268,0.9
G268,G269,0.9
G269,G270,0.9
G270,G271,0.9
G271,G272,0.9
G272,G273,0.9
G273,G274,0.9
G274,G275,0.9
G275,G276,0.9
G276,G277,0.9
G277,G278,0.9
G278,G279,0.9
G279,G280,0.9
G280,G281,0.9
G281,G282,0.9
G282,G283,0.9
G283,G284,0.9
G284,G285,0.9
G285,G286,0.9
G286,G287,0.9
G287,G288,0.9
G288,G289,0.9
G289,G290,0.9
G290,G291,0.9
G291,G292,0.9
G292,G293,0.9
G293,G294,0.9
G294,G295,0.9
G295,G296,0.9
G296,G297,0.9
G297,G298,0.9
G298,G299,0.9
G299,G300,0.9
G300,G301,0.9
G301,G302,0.9
G302,G303,0.9
G303,G304,0.9
G304,G305,0.9
G305,G306,0.9
G306,G307,0.9
G307,G308,0.9
G308,G309,0.9
G309,G310,0.9
G310,G311,0.9
G311,G312,0.9
G312,G313,0.9
G313,G314,0.9
G314,G315,0.9
G315,G316,0.9
G316,G317,0.9
G317,G318,0.9
G318,G319,0.9
G319,G320,0.9
G320,G321,0.9
G321,G322,0.9
G322,G323,0.9
G323,G324,0.9
G324,G325,0.9
G325,G326,0.9
G326,G327,0.9
G327,G328,0.9
G328,G329,0.9
G329,G330,0.9
G330,G331,0.9
G331,G332,0.9
G332,G333,0.9
G333,G334,0.9
G334,G335,0.9
G335,G336,0.9
G336,G337,0.9
G337,G338,0.9
G338,G339,0.9
G339,G340,0.9
G340,G341,0.9
G341,G342,0.9
G342,G343,0.9
G343,G344,0.9
G344,G345,0.9
G345,G346,0.9
G346,G347,0.9
G347,G348,0.9
G348,G349,0.9
G349,G350,0.9
G350,G351,0.9
G351,G352,0.9
G352,G353,0.9
G353,G354,0.9
G354,G355,0.9
G355,G356,0.9
G356,G357,0.9
G357,G358,0.9
G358,G359,0.9
G359,G360,0.9
G360,G361,0.9
G361,G362,0.9
G362,G363,0.9
G363,G364,0.9
G364,G365,0.9
G365,G366,0.9
G366,G367,0.9
G367,G368,0.9
G368,G369,0.9
G369,G370,0.9
G370,G371,0.9
G371,G372,0.9
G372,G373,0.9
G373,G374,0.9
G374,G375,0.9
G375,G376,0.9
G376,G377,0.9
G377,G378,0.9
G378,G379,0.9
G379,G380,0.9
G380,G381,0.9
G381,G382,0.9
G382,G383,0.9
G383,G384,0.9
G384,G385,0.9
G385,G386,0.9
G386,G387,0.9
G387,G388,0.9
G388,G389,0.9
G389,G390,0.9
G390,G391,0.9
G391,G392,0.9
G392,G393,0.9
G393,G394,0.9
G394,G395,0.9
G395,G396,0.9
G396,G397,0.9
G397,G398,0.9
G398,G399,0.9
G399,G400,0.9
G400,G401,0.9
G401,G402,0.9
G402,G403,0.9
G403,G404,0.9
G404,G405,0.9
G405,G406,0.9
G406,G407,0.9
G407,G408,0.9
G408,G409,0.9
G409,G410,0.9
G410,G411,0.9
G411,G412,0.9
G412,G413,0.9
G413,G414,0.9
G414,G415,0.9
G415,G416,0.9
G416,G417,0.9
G417,G418,0.9
G418,G419,0.9
G419,G420,0.9
G420,G421,0.9
G421,G422,0.9
G422,G423,0.9
G423,G424,0.9
G424,G425,0.9
G425,G426,0.9
G426,G427,0.9
G427,G428,0.9
G428,G429,0.9
G429,G430,0.9
G430,G431,0.9
G431,G432,0.9
G432,G433,0.9
G433,G434,0.9
G434,G435,0.9
G435,G436,0.9
G436,G437,0.9
G437,G438,0.9
G438,G439,0.9
G439,G440,0.9
G440,G441,0.9
G441,G442,0.9
G442,G443,0.9
G443,G444,0.9
G444,G445,0.9
G445,G446,0.9
G446,G447,0.9
G447,G448,0.9
G448,G449,0.9
G449,G450,0.9
G450,G451,0.9
G451,G452,0.9
G452,G453,0.9
G453,G454,0.9
G454,G455,0.9
G455,G456,0.9
G456,G457,0.9
G457,G458,0.9
G458,G459,0.9
G459,G460,0.9
G460,G461,0.9
G461,G462,0.9
G462,G463,0.9
G463,G464,0.9
G464,G465,0.9
G465,G466,0.9
G466,G467,0.9
G467,G468,0.9
G468,G469,0.9
G469,G470,0.9
G470,G471,0.9
G471,G472,0.9
G472,G473,0.9
G473,G474,0.9
G474,G475,0.9
G475,G476,0.9
G476,G477,0.9
G477,G478,0.9
G478,G479,0.9
G479,G480,0.9
G480,G481,0.9
G481,G482,0.9
G482,G483,0.9
G483,G484,0.9
G484,G485,0.9
G485,G486,0.9
G486,G487,0.9
G487,G488,0.9
G488,G489,0.9
G489,G490,0.9
G490,G491,0.9
G491,G492,0.9
G492,G493,0.9
G493,G494,0.9
G494,G495,0.9
G495,G496,0.9
G496,G497,0.9
G497,G498,0.9
G498,G499,0.9
G499,G500,0.9
G500,G501,0.9
G501,G502,0.9
G502,G503,0.9
G503,G504,0.9
G504,G505,0.9
G505,G506,0.9
G506,G507,0.9
G507,G508,0.9
G508,G509,0.9
G509,G510,0.9
G510,G511,0.9
G511,G512,0.9
G512,G513,0.9
G513,G514,0.9
G514,G515,0.9
G515,G516,0.9
G516,G517,0.9
G517,G518,0.9
G518,G519,0.9
G519,G520,0.9
G520,G521,0.9
G521,G522,0.9
G522,G523,0.9
G523,G524,0.9
G524,G525,0.9
G525,G526,0.9
G526,G527,0.9
G527,G528,0.9
G528,G529,0.9
G529,G530,0.9
G530,G531,0.9
G531,G532,0.9
G532,G533,0.9
G533,G534,0.9
G534,G535,0.9
G535,G536,0.9
G536,G537,0.9
G537,G538,0.9
G538,G539,0.9
G539,G540,0.9
G540,G541,0.9
G541,G542,0.9
G542,G543,0.9
G543,G544,0.9
G544,G545,0.9
G545,G546,0.9
G546,G547,0.9
G547,G548,0.9
G548,G549,0.9
G549,G550,0.9
G550,G551,0.9
G551,G552,0.9
G552,G553,0.9
G553,G554,0.9
G554,G555,0.9
G555,G556,0.9
G556,G557,0.9
G557,G558,0.9
G558,G559,0.9
G559,G560,0.9
G560,G561,0.9
G561,G562,0.9
G562,G563,0.9
G563,G564,0.9
G564,G565,0.9
G565,G566,0.9
G566,G567,0.9
G567,G568,0.9
G568,G569,0.9
G569,G570,0.9
G570,G571,0.9
G571,G572,0.9
G572,G573,0.9
G573,G574,0.9
G574,G575,0.9
G575,G576,0.9
G576,G577,0.9
G577,G578,0.9
G578,G579,0.9
G579,G580,0.9
G580,G581,0.9
G581,G582,0.9
G582,G583,0.9
G583,G584,0.9
G584,G585,0.9
G585,G586,0.9
G586,G587,0.9
G587,G588,0.9
G588,G589,0.9
G589,G590,0.9
G590,G591,0.9
G591,G592,0.9
G592,G593,0.9
G593,G594,0.9
G594,G595,0.9
G595,G596,0.9
G596,G597,0.9
G597,G598,0.9
G598,G599,0.9
G530,G440,0.7616948935973832
G43,G40,0.8339093416123664
G277,G335,0.8670488770200775
G184,G493,0.8882153705838054
G227,G27,0.758250226490297
G567,G184,0.8621489209179254
G235,G508,0.9293450748854334
G536,G347,0.9135631886281421
G146,G549,0.8855691297149759
G282,G64,0.7451173411467047
G108,G39,0.9108641741240812
G537,G543,0.8992044637627521
G398,G137,0.9127478997092688
G250,G398,0.8394118070335252
G401,G579,0.8449735736315364
G410,G69,0.9061015847638563
G474,G312,0.9207603801810842
G249,G95,0.8235042434984691
G215,G404,0.7937199511421468
G318,G50,0.7077473420407427
G0,G477,0.813456389235381
G555,G372,0.9224667216281681
G106,G546,0.8936710559065464
G89,G465,0.7000504203390681
G391,G410,0.9278243574853886
G127,G360,0.7446411565526216
G61,G439,0.8754424373676772
G229,G25,0.705001779444587
G425,G561,0.8734118990685804
G449,G326,0.7779846053717957
G495,G262,0.7157155808105752
G248,G34,0.8723986911987403
G407,G6,0.9145371082776858
G286,G443,0.7693653813934308
G574,G474,0.9498320717968594
G70,G234,0.7241046754369623
G504,G393,0.9389615391448031
G330,G121,0.9487184895802526
G89,G136,0.9337316912891833
G97,G188,0.9014316800669474
G53,G397,0.7262779868916811
G368,G98,0.7299698539568139
G167,G426,0.70828993297596
G160,G225,0.7446979615738809
G530,G324,0.7737260739069249
G311,G406,0.8804365771202535
G242,G330,0.7386692506083842
G436,G7,0.9275054028702638
G205,G61,0.8764031260194846
G419,G220,0.8707110187729035
G522,G217,0.727557309816916
G447,G33,0.8930269052405612
G76,G488,0.8795134688397888
G371,G110,0.7645904274442116
G533,G509,0.7951918239671206
G229,G185,0.7998804278361998
G10,G250,0.7576739706164388
G58,G201,0.7102516366865108
G421,G220,0.7772488494571411
G161,G501,0.8681545643333506
G596,G175,0.7215596143211163
G185,G491,0.738910240840654
G83,G253,0.9388864676421632
G594,G83,0.8497248367590026
G14,G422,0.8794074537683321
G490,G564,0.909271521966259
G160,G329,0.8068222489244571
G183,G259,0.7903124490614705
G206,G28,0.732617019518151
G505,G338,0.9345679237852644
G396,G208,0.9198985156505575
G436,G553,0.9351943831005254
G70,G79,0.8280197299157073
G182,G585,0.852816065533622
G553,G230,0.7504716431922318
G235,G440,0.8902999549876924
G472,G180,0.804341334162032
G439,G376,0.7924401172572554
G65,G21,0.826403278019801
G369,G196,0.8042475019666282
G191,G524,0.7052727227405671
G500,G536,0.7265963314585434
G76,G455,0.7358130181508569
G492,G280,0.795884015621589
G231,G377,0.7756513872496522
G570,G0,0.8423526714663498
G477,G546,0.9261054938721642
G357,G381,0.9497757859707668
G96,G326,0.731099840959971
G185,G93,0.7321094621053098
G402,G474,0.8649734628609433
G130,G499,0.7982366304063359
G105,G241,0.7893182948036106
G226,G397,0.7272767576279804
G397,G189,0.776625117575479
G458,G140,0.7847678748111175
G331,G524,0.8944588017738216
G543,G262,0.8700860416857493
G69,G18,0.9137120988214906
G540,G37,0.9083157191930101
G474,G4,0.8873180966505947
G19,G430,0.9390309071834182
G505,G293,0.8169249564207499
G193,G178,0.7471496941154819
G335,G399,0.9417245973729669
G314,G158,0.7242250484243679
G327,G333,0.7679801576558427
G39,G521,0.9205515456454558
G6,G181,0.7455015802542477
G179,G596,0.8168669092425069
G222,G48,0.7788897076944684
G108,G449,0.817599276062734
G485,G102,0.8642113218120808
G180,G28,0.7752083950555593
G393,G420,0.8810511294165625
G392,G38,0.7371719918010897
G478,G28,0.8724860130449454
G468,G65,0.721188038396179
G569,G60,0.795993839736339
G307,G595,0.7716588286585739
G467,G325,0.7586642353379
G532,G498,0.7630836482828182
G465,G9,0.7279045930664655
G99,G528,0.9291569829664149
G9,G401,0.7666034469632945
G63,G223,0.7066728406838899
G202,G91,0.9217748866528617
G155,G261,0.7531342455584067
G29,G574,0.9484765814210676
G545,G486,0.9134317388702309
G254,G458,0.7232461758661125
G123,G551,0.8312495691624971
G173,G186,0.7558073566456847
G0,G215,0.8146921188685196
G409,G262,0.81812761889982
G459,G27,0.8210529317402963
G312,G55,0.9429619420997875
G9,G174,0.7250701513439255
G349,G572,0.9067404348904423
G55,G413,0.9181841360357162
G286,G212,0.7320843987687623
G113,G563,0.7475182598360103
G422,G462,0.8018557729488215
G534,G550,0.8338215654659222
G84,G389,0.8654496510975469
G508,G569,0.7325740729519998
G503,G296,0.7132014406163507
G510,G192,0.8365601982581149
G475,G272,0.7887743427715208
G272,G568,0.7296706406228688
G548,G138,0.7135132258054672
G213,G544,0.8309876246057817
G285,G330,0.9105289463987432
G450,G116,0.9108859229665316
G460,G115,0.7273952412455325
G371,G455,0.8060465633039404
G242,G265,0.8452135894295121
G587,G229,0.8875371704254519
G590,G112,0.7205219748944006
G383,G147,0.8051889297815462
G499,G448,0.7985257873078865
G414,G384,0.7706680747500336
G584,G256,0.7733402496495029
G394,G224,0.7614182886084734
G340,G78,0.7476998936192466
G28,G80,0.730232651587693
G99,G136,0.7382821120754931
G539,G291,0.8547779755826417
G495,G284,0.817522766118079
G170,G26,0.7700083399573846
G222,G68,0.7528956691924603
G546,G176,0.813092902110528
G394,G51,0.8736718905112106
G489,G390,0.8267404731478176
G31,G91,0.8715826124932147
G511,G13,0.7663214480199468
G202,G237,0.8338454264695008
G574,G140,0.9257983589182133
G530,G375,0.73569793803454
G388,G584,0.7700621562403849
G491,G504,0.7280451341835988
G580,G517,0.7212384005056904
G173,G185,0.7294369803827182
G79,G197,0.9451157454872238
G45,G565,0.7768594563490198
G256,G409,0.8381114116697633
G46,G512,0.8389723704368659
G185,G503,0.8165127434362772
G358,G175,0.846963193734187
G23,G155,0.9218005688856219
G233,G441,0.7566560697101277
G590,G495,0.7553827888601438
G79,G533,0.7870700332664415
G543,G392,0.7956989312134418
G17,G534,0.7188940721089054
G527,G134,0.7160079629210158
G55,G117,0.7910003617003856
G499,G454,0.7782246835537943
G329,G484,0.7739786701943335
G204,G334,0.7022200106298293
G201,G143,0.7955893340519556
G315,G345,0.7943694214586576
G71,G261,0.9497763114272253
G348,G339,0.8749025511559787
G469,G137,0.8498021818999162
G47,G518,0.8922409621287299
G454,G39,0.8863716910982398
G18,G27,0.8928154893386406
G205,G254,0.8973485396746209
G461,G523,0.7998754108014959
G47,G245,0.7081401326624049
G532,G343,0.8399375164180483
G243,G69,0.7764718476027642
G511,G283,0.7899606083703201
G475,G217,0.9207306540701685
G454,G140,0.9187546672233474
G108,G200,0.8569706538546925
G234,G240,0.7513330633367573
G385,G272,0.8882432965506688
G214,G552,0.8578896915600431
G230,G402,0.7104100003306151
G512,G245,0.8188616327316545
G13,G121,0.7033201517250043
G520,G135,0.7334348910649213
G343,G51,0.8491541904677352
G295,G538,0.7350497538615851
G1,G483,0.9291469329876901
G374,G466,0.8938738014060023
G456,G390,0.8707091677580747
G39,G75,0.715318914416999
G227,G340,0.7447566668055294
G293,G90,0.8553579748603721
G321,G61,0.8894657067485647
G55,G183,0.9302673983528041
G286,G133,0.833399754041906
G192,G419,0.7254168640710799
G285,G447,0.8402179049360123
G225,G356,0.9402606816965939
G69,G204,0.8484086966108935
G83,G66,0.857093381928143
G2,G432,0.9023273096790849
G21,G84,0.7418641545063933
G151,G92,0.8707205954119522
G425,G483,0.7691222988009161
G555,G289,0.7191519534868025
G412,G285,0.8156212322824907
G132,G55,0.942466577195076
G522,G452,0.8803459121671532
G458,G570,0.8158451756749433
G469,G199,0.7760497008479917
G553,G223,0.7290627534337883
G468,G74,0.7971728959088992
G83,G298,0.817597472514029
G62,G299,0.8177007481499284
G539,G254,0.7930214838695728
G71,G486,0.8276107856968019
G587,G236,0.8091794141838198
G373,G77,0.7828739231782578
G8,G377,0.8652025192509731
G97,G244,0.8870286002450488
G288,G156,0.8259406038579347
G285,G553,0.9190763936527329
G108,G360,0.8504787145882111
G4,G20,0.7799057885480415
G240,G342,0.7384840161672239
G51,G315,0.7452417830393966
G281,G525,0.8076884431281157
G193,G585,0.7939764556375121
G301,G508,0.7544882365654815
G18,G519,0.705905736517662
G309,G69,0.7063376686337302
G468,G308,0.7993370944680326
G432,G76,0.944845647460846
G153,G200,0.9334855701414658
G565,G526,0.7264689227606703
G83,G285,0.7955427642317053
G558,G108,0.7795148324127219
G296,G407,0.8038955682768534
G392,G501,0.7155664415567476
G284,G376,0.9203791276043801
G60,G91,0.8912917523869457
G417,G446,0.7126202257480978
G468,G161,0.7107260570464125
G117,G70,0.7486645503788759
G228,G332,0.8043374831172077
G56,G159,0.8467615243438231
G111,G88,0.8195865166389015
G264,G1,0.8569300492736991
G47,G102,0.8671858488549344
G290,G124,0.9120918823580421
G147,G479,0.7518780644956968
G407,G322,0.8254747128671037
G166,G60,0.9263112992936304
G207,G137,0.8916656866238777
G323,G140,0.7355532488081664
G159,G12,0.8266910813208453
G200,G104,0.9480731658778708
G136,G486,0.7310908576027859
G140,G491,0.8704510166633728
G233,G333,0.8793375290121386
G4,G207,0.9125391642079531
G513,G547,0.7027801338038753
G506,G199,0.8990952758803769
G268,G455,0.7654063511089823
G70,G48,0.7300017430282718
G21,G478,0.8462336714758625
G524,G62,0.7382231218636288
G13,G137,0.7330192942687608
G97,G135,0.7895199066806421
G364,G551,0.7354847998437932
G23,G547,0.801330352677829
G43,G189,0.8738240255759198
G414,G276,0.8713101729690496
G170,G344,0.8594600210304326
G6,G282,0.8014342273125576
G77,G41,0.8426508912634487
G366,G356,0.7353859475431314
G422,G219,0.9299937056701962
G450,G395,0.7770125879144677
G508,G564,0.8674250831662338
G37,G375,0.7978308951122042
G472,G179,0.8040675669504163
G398,G395,0.7381730882408106
G152,G75,0.7597464045687051
G20,G582,0.8804812299396914
G117,G384,0.8674707615537152
G44,G596,0.7975731952701847
G130,G484,0.9443565938059059
G354,G283,0.7485138351453092
G102,G309,0.7546522718608349
G265,G489,0.8397876517488476
G183,G452,0.7765539089322285
G470,G593,0.935796512734339
G251,G293,0.8905060871180608
G191,G414,0.8414749604244831
G449,G331,0.7792634496361744
G429,G409,0.767259089724876
G471,G180,0.8991203779358015
G173,G553,0.9313246414035259
G199,G220,0.7816834828797206
G88,G588,0.9107938894727735
G486,G159,0.7869312241986938
G121,G397,0.8242305555086322
G223,G399,0.9353076643543283
G282,G381,0.7337861283719416
G367,G485,0.825173417609794
G544,G534,0.7700300801458203
G383,G424,0.9348855302433147
G117,G55,0.8854710866197041
G414,G466,0.8624089316977135
G490,G485,0.7640099011694035
G279,G49,0.8662473362107562
G31,G327,0.9457337371273354
G100,G69,0.8911207076645739
G150,G396,0.9187312038028146
G119,G190,0.714013085979667
G205,G47,0.8122554201295864
G405,G51,0.8404743538169844
G189,G117,0.8968231185785929
G274,G369,0.9407106091051762
G546,G264,0.8204091049929649
G117,G184,0.8602408033552766
G205,G62,0.8419267083077685
G242,G199,0.7666218556649724
G111,G177,0.8677996825330185
G382,G331,0.8560490681325836
G356,G206,0.8362568713719247
G97,G370,0.8621882776388441
G500,G374,0.9317682804021418
G555,G89,0.8469540691904718
G104,G525,0.7359812945059294
G191,G455,0.8346447571930912
G540,G446,0.8264470523052785
G355,G224,0.7457310523083152
G11,G10,0.7576007831247181
G473,G307,0.7790865970069341
G503,G385,0.916374406196625
G560,G234,0.7571787107590672
G25,G80,0.8523276825813697
G377,G568,0.7860449768888434
G201,G508,0.8737484100548285
G374,G291,0.7303072714660855
G287,G258,0.8078938260006951
G573,G236,0.7911302697514626
G356,G106,0.8659535982892319
G108,G431,0.9090153588382022
G236,G593,0.7702849729887302
G27,G180,0.942242536640652
G282,G330,0.9203900355025042
G503,G156,0.7677204708112484
G211,G404,0.7393276251917262
G98,G192,0.8708976381264536
G236,G77,0.7484438910688257
G282,G570,0.8010001380875315
G215,G239,0.7514570982940139
G386,G562,0.825368027278945
G355,G572,0.8904200356569996
G411,G469,0.9167799766409412
G545,G90,0.7646734167025869
G165,G389,0.7208321281135448
G296,G90,0.9290784865996181
G564,G153,0.7174295392741419
G27,G324,0.7085731320807573
G88,G85,0.8025899789910278
G23,G90,0.7353588856926505
G271,G377,0.7797381658774046
G588,G164,0.724972119956387
G177,G306,0.8093016116654266
G301,G408,0.9401677910132176
G73,G150,0.7218365213207143
G373,G492,0.9253406924350194
G233,G139,0.8509324395968685
G319,G157,0.7210299891794185
G195,G282,0.8207294601174495
G230,G158,0.8727502361474808
G300,G596,0.862798904201693
G423,G275,0.7431459657630372
G305,G10,0.7456776484258243
G148,G450,0.703021798644459
G56,G590,0.8371664335427925
G431,G6,0.8563740136570988
G3,G122,0.8689478106526477
G309,G365,0.8173582263553714
G421,G570,0.7076659374296431
G305,G303,0.8354627047955412
G259,G178,0.8023906368094563
G31,G384,0.862082664683576
G306,G431,0.9319528502347038
G360,G77,0.9496246793984473
G141,G113,0.9135539694910473
G181,G416,0.8253020192729134
G234,G109,0.7242229472152366
G275,G228,0.9221936966538828
G402,G221,0.818030186916363
G460,G341,0.8154373663450569
G141,G445,0.7800925567820298
G379,G119,0.9339242458669942
G383,G443,0.8393475589526618
G386,G580,0.7044943669172514
G541,G74,0.839421675139028
G575,G472,0.8947793137729375
G259,G594,0.8889478189725674
G164,G6,0.9431407617670329
G347,G291,0.7709359584060134
G436,G217,0.8057097953741315
G278,G468,0.7014876614972999
G362,G360,0.8784658778705448
G358,G436,0.8079641687159407
G64,G286,0.722233231767025
G359,G417,0.9083423275180486
G148,G21,0.8471063640104488
G54,G517,0.9214749180689796
G392,G525,0.9355324401035786
G22,G347,0.869937364440116
G20,G279,0.7013898319689135
G360,G241,0.8537862649090148
G285,G161,0.7711468553540035
G210,G598,0.8841741945291007
G572,G317,0.7360513904909023
G34,G29,0.8283206042206654
G343,G181,0.7047936072187304
G194,G567,0.8903165392667922
G131,G187,0.9252276353488795
G389,G148,0.9109266940156064
G162,G132,0.8034950297338957
G42,G127,0.8527405725491565
G502,G552,0.7998158167325892
G120,G488,0.9070004891866619
G330,G92,0.8583006981485749
G473,G79,0.867618559768311
G333,G410,0.9029978055047514
G130,G137,0.9213091942415765
G296,G466,0.7615383148147913
G563,G265,0.7952966447690347
G216,G60,0.7303056217847264
G94,G191,0.9358880354912127
G200,G474,0.7992682268789533
G378,G44,0.7025854526912116
G332,G491,0.7498635481162994
G36,G405,0.8449992093557523
G346,G224,0.9277306569131546
G332,G82,0.8050679534208534
G152,G547,0.7395888231150443
G40,G538,0.9321028792369662
G413,G47,0.8105378437387658
G564,G159,0.7015891352898834
G410,G498,0.8987047861767182
G447,G598,0.9397451687461894
G307,G436,0.9248962365958407
G584,G590,0.8198155913688105
G52,G307,0.9341639194996745
G598,G104,0.7755535036299361
G108,G327,0.8196545517780922
G535,G88,0.8734442025720817
G504,G68,0.878691178593534
G404,G22,0.7859569975249694
G543,G214,0.936784644841989
G264,G561,0.8752589887015696
G313,G214,0.7931598597515986
G414,G104,0.8297008875924429
G500,G342,0.7811646078389007
G204,G307,0.941650497557217
G296,G525,0.8378831367563361
G31,G258,0.712513010206478
G451,G547,0.8971541286363218
G156,G555,0.850469787921257
G247,G220,0.8167690709512186
G22,G242,0.7489038600143539
G8,G13,0.7307089517020975
G275,G293,0.8881893330973796
G347,G576,0.8407389071648412
G456,G505,0.7915355581010313
G504,G557,0.85093098548087
G369,G109,0.8770807478950613
G440,G476,0.7248961687350017
G354,G368,0.815957429379761
G2,G494,0.9246801410866171
G51,G74,0.7608155665458135
G178,G280,0.8586104709005964
G53,G166,0.8489336452721792
G180,G235,0.7277422721295512
G293,G516,0.8821815520264449
G214,G544,0.7928132643919071
G109,G482,0.8570361494265291
G409,G13,0.7017848518230888
G163,G271,0.9473263673563953
G75,G187,0.7906023980209759
G338,G40,0.7776971368305637
G241,G254,0.9348809530477924
G41,G169,0.862670259658131
G177,G356,0.8683321059658916
G577,G556,0.9352297809506567
G385,G47,0.8464059165906279
G366,G362,0.8340759031376992
G262,G537,0.8964194982498344
G50,G203,0.8509474932511276
