gene_u,gene_v,score
G140,G141,0.9
G141,G142,0.9
G142,G143,0.9
G143,G144,0.9
G144,G145,0.9
G145,G146,0.9
G146,G147,0.9
G147,G148,0.9
G148,G149,0.9
G149,G150,0.9
G150,G151,0.9
G151,G152,0.9
G152,G153,0.9
G153,G154,0.9
G154,G155,0.9
G155,G156,0.9
G156,G157,0.9
G157,G158,0.9
G158,G159,0.9
G159,G160,0.9
G160,G161,0.9
G161,G162,0.9
G162,G163,0.9
G163,G164,0.9
G164,G165,0.9
G165,G166,0.9
G166,G167,0.9
G167,G168,0.9
G168,G169,0.9
G169,G170,0.9
G170,G171,0.9
G171,G172,0.9
G172,G173,0.9
G173,G174,0.9
G174,G175,0.9
G175,G176,0.9
G176,G177,0.9
G177,G178,0.9
G178,G179,0.9
G179,G180,0.9
G180,G181,0.9
G181,G182,0.9
G182,G183,0.9
G183,G184,0.9
G184,G185,0.9
G185,G186,0.9
G186,G187,0.9
G187,G188,0.9
G188,G189,0.9
G189,G190,0.9
G190,G191,0.9
G191,G192,0.9
G192,G193,0.9
G193,G194,0.9
G194,G195,0.9
G195,G196,0.9
G196,G197,0.9
G197,G198,0.9
G198,G199,0.9
G199,G200,0.9
G200,G201,0.9
G201,G202,0.9
G202,G203,0.9
G203,G204,0.9
G204,G205,0.9
G205,G206,0.9
G206,G207,0.9
G207,G208,0.9
G208,G209,0.9
G209,G210,0.9
G210,G211,0.9
G211,G212,0.9
G212,G213,0.9
G213,G214,0.9
G214,G215,0.9
G215,G216,0.9
G216,G217,0.9
G217,G218,0.9
G218,G219,0.9
G219,G220,0.9
G220,G221,0.9
G221,G222,0.9
G222,G223,0.9
G223,G224,0.9
G224,G225,0.9
G225,G226,0.9
G226,G227,0.9
G227,G228,0.9
G228,G229,0.9
G229,G230,0.9
G230,G231,0.9
G231,G232,0.9
G232,G233,0.9
G233,G234,0.9
G234,G235,0.9
G235,G236,0.9
G236,G237,0.9
G237,G238,0.9
G238,G239,0.9
G239,G240,0.9
G240,G241,0.9
G241,G242,0.9
G242,G243,0.9
G243,G244,0.9
G244,G245,0.9
G245,G246,0.9
G246,G247,0.9
G247,G248,0.9
G248,G249,0.9
G249,G250,0.9
G250,G251,0.9
G251,G252,0.9
G252,G253,0.9
G253,G254,0.9
G254,G255,0.9
G255,G256,0.9
G256,G257,0.9
G257,G258,0.9
G258,G259,0.9
G259,G260,0.9
G260,G261,0.9
G261,G262,0.9
G262,G263,0.9
G263,G264,0.9
G264,G265,0.9
G265,G266,0.9
G266,G267,0.9
G267,G268,0.9
G268,G269,0.9
G269,G270,0.9
G270,G271,0.9
G271,G272,0.9
G272,G273,0.9
G273,G274,0.9
G274,G275,0.9
G275,G276,0.9
G276,G277,0.9
G277,G278,0.9
G278,G279,0.9
G279,G280,0.9
G280,G281,0.9
G281,G282,0.9
G282,G283,0.9
G283,G284,0.9
G284,G285,0.9
G285,G286,0.9
G286,G287,0.9
G287,G288,0.9
G288,G289,0.9
G289,G290,0.9
G290,G291,0.9
G291,G292,0.9
G292,G293,0.9
G293,G294,0.9
G294,G295,0.9
G295,G296,0.9
G296,G297,0.9
G297,G298,0.9
G298,G299,0.9
G299,G300,0.9
G300,G301,0.9
G301,G302,0.9
G302,G303,0.9
G303,G304,0.9
G304,G305,0.9
G305,G306,0.9
G306,G307,0.9
G307,G308,0.9
G308,G309,0.9
G309,G310,0.9
G310,G311,0.9
G311,G312,0.9
G312,G313,0.9
G313,G314,0.9
G314,G315,0.9
G315,G316,0.9
G316,G317,0.9
G317,G318,0.9
G318,G319,0.9
G319,G320,0.9
G320,G321,0.9
G321,G322,0.9
G322,G323,0.9
G323,G324,0.9
G324,G325,0.9
G325,G326,0.9
G326,G327,0.9
G327,G328,0.9
G328,G329,0.9
G329,G330,0.9
G330,G331,0.9
G331,G332,0.9
G332,G333,0.9
G333,G334,0.9
G334,G335,0.9
G335,G336,0.9
G336,G337,0.9
G337,G338,0.9
G338,G339,0.9
G339,G340,0.9
G340,G341,0.9
G341,G342,0.9
G342,G343,0.9
G343,G344,0.9
G344,G345,0.9
G345,G346,0.9
G346,G347,0.9
G347,G348,0.9
G348,G349,0.9
G349,G350,0.9
G350,G351,0.9
G351,G352,0.9
G352,G353,0.9
G353,G354,0.9
G354,G355,0.9
G355,G356,0.9
G356,G357,0.9
G357,G358,0.9
G358,G359,0.9
G359,G360,0.9
G360,G361,0.9
G361,G362,0.9
G362,G363,0.9
G363,G364,0.9
G364,G365,0.9
G365,G366,0.9
G366,G367,0.9
G367,G368,0.9
G368,G369,0.9
G369,G370,0.9
G370,G371,0.9
G371,G372,0.9
G372,G373,0.9
G373,G374,0.9
G374,G375,0.9
G375,G376,0.9
G376,G377,0.9
G377,G378,0.9
G378,G379,0.9
G379,G380,0.9
G380,G381,0.9
G381,G382,0.9
G382,G383,0.9
G383,G384,0.9
G384,G385,0.9
G385,G386,0.9
G386,G387,0.9
G387,G388,0.9
G388,G389,0.9
G389,G390,0.9
G390,G391,0.9
G391,G392,0.9
G392,G393,0.9
G393,G394,0.9
G394,G395,0.9
G395,G396,0.9
G396,G397,0.9
G397,G398,0.9
G398,G399,0.9
G399,G400,0.9
G400,G401,0.9
G401,G402,0.9
G402,G403,0.9
G403,G404,0.9
G404,G405,0.9
G405,G406,0.9
G406,G407,0.9
G407,G408,0.9
G408,G409,0.9
G409,G410,0.9
G410,G411,0.9
G411,G412,0.9
G412,G413,0.9
G413,G414,0.9
G414,G415,0.9
G415,G416,0.9
G416,G417,0.9
G417,G418,0.9
G418,G419,0.9
G419,G420,0.9
G420,G421,0.9
G421,G422,0.9
G422,G423,0.9
G423,G424,0.9
G424,G425,0.9
G425,G426,0.9
G426,G427,0.9
G427,G428,0.9
G428,G429,0.9
G429,G430,0.9
G430,G431,0.9
G431,G432,0.9
G432,G433,0.9
G433,G434,0.9
G434,G435,0.9
G435,G436,0.9
G436,G437,0.9
G437,G438,0.9
G438,G439,0.9
G439,G440,0.9
G440,G441,0.9
G441,G442,0.9
G442,G443,0.9
G443,G444,0.9
G444,G445,0.9
G445,G446,0.9
G446,G447,0.9
G447,G448,0.9
G448,G449,0.9
G449,G450,0.9
G450,G451,0.9
G451,G452,0.9
G452,G453,0.9
G453,G454,0.9
G454,G455,0.9
G455,G456,0.9
G456,G457,0.9
G457,G458,0.9
G458,G459,0.9
G459,G460,0.9
G460,G461,0.9
G461,G462,0.9
G462,G463,0.9
G463,G464,0.9
G464,G465,0.9
G465,G466,0.9
G466,G467,0.9
G467,G468,0.9
G468,G469,0.9
G469,G470,0.9
G470,G471,0.9
G471,G472,0.9
G472,G473,0.9
G473,G474,0.9
G474,G475,0.9
G475,G476,0.9
G476,G477,0.9
G477,G478,0.9
G478,G479,0.9
G479,G480,0.9
G480,G481,0.9
G481,G482,0.9
G482,G483,0.9
G483,G484,0.9
G484,G485,0.9
G485,G486,0.9
G486,G487,0.9
G487,G488,0.9
G488,G489,0.9
G489,G490,0.9
G490,G491,0.9
G491,G492,0.9
G492,G493,0.9
G493,G494,0.9
G494,G495,0.9
G495,G496,0.9
G496,G497,0.9
G497,G498,0.9
G498,G499,0.9
G499,G500,0.9
G500,G501,0.9
G501,G502,0.9
G502,G503,0.9
G503,G504,0.9
G504,G505,0.9
G505,G506,0.9
G506,G507,0.9
G507,G508,0.9
G508,G509,0.9
G509,G510,0.9
G510,G511,0.9
G511,G512,0.9
G512,G513,0.9
G513,G514,0.9
G514,G515,0.9
G515,G516,0.9
G516,G517,0.9
G517,G518,0.9
G518,G519,0.9
G519,G520,0.9
G520,G521,0.9
G521,G522,0.9
G522,G523,0.9
G523,G524,0.9
G524,G525,0.9
G525,G526,0.9
G526,G527,0.9
G527,G528,0.9
G528,G529,0.9
G529,G530,0.9
G530,G531,0.9
G531,G532,0.9
G532,G533,0.9
G533,G534,0.9
G534,G535,0.9
G535,G536,0.9
G536,G537,0.9
G537,G538,0.9
G538,G539,0.9
G539,G540,0.9
G540,G541,0.9
G541,G542,0.9
G542,G543,0.9
G543,G544,0.9
G544,G545,0.9
G545,G546,0.9
G546,G547,0.9
G547,G548,0.9
G548,G549,0.9
G549,G550,0.9
G550,G551,0.9
G551,G552,0.9
G552,G553,0.9
G553,G554,0.9
G554,G555,0.9
G555,G556,0.9
G556,G557,0.9
G557,G558,0.9
G558,G559,0.9
G559,G560,0.9
G560,G561,0.9
G561,G562,0.9
G562,G563,0.9
G563,G564,0.9
G564,G565,0.9
G565,G566,0.9
G566,G567,0.9
G567,G568,0.9
G568,G569,0.9
G569,G570,0.9
G570,G571,0.9
G571,G572,0.9
G572,G573,0.9
G573,G574,0.9
G574,G575,0.9
G575,G576,0.9
G576,G577,0.9
G577,G578,0.9
G578,G579,0.9
G579,G580,0.9
G580,G581,0.9
G581,G582,0.9
G582,G583,0.9
G583,G584,0.9
G584,G585,0.9
G585,G586,0.9
G586,G587,0.9
G587,G588,0.9
G588,G589,0.9
G589,G590,0.9
G590,G591,0.9
G591,G592,0.9
G592,G593,0.9
G593,G594,0.9
G594,G595,0.9
G595,G596,0.9
G596,G597,0.9
G597,G598,0.9
G598,G599,0.9
G599,G600,0.9
G600,G601,0.9
G601,G602,0.9
G602,G603,0.9
G603,G604,0.9
G604,G605,0.9
G605,G606,0.9
G606,G607,0.9
G607,G608,0.9
G608,G609,0.9
G609,G610,0.9
G610,G611,0.9
G611,G612,0.9
G612,G613,0.9
G613,G614,0.9
G614,G615,0.9
G615,G616,0.9
G616,G617,0.9
G617,G618,0.9
G618,G619,0.9
G619,G620,0.9
G620,G621,0.9
G621,G622,0.9
G622,G623,0.9
G623,G624,0.9
G624,G625,0.9
G625,G626,0.9
G626,G627,0.9
G627,G628,0.9
G628,G629,0.9
G629,G630,0.9
G630,G631,0.9
G631,G632,0.9
G632,G633,0.9
G633,G634,0.9
G634,G635,0.9
G635,G636,0.9
G636,G637,0.9
G637,G638,0.9
G638,G639,0.9
G639,G640,0.9
G640,G641,0.9
G641,G642,0.9
G642,G643,0.9
G643,G644,0.9
G644,G645,0.9
G645,G646,0.9
G646,G647,0.9
G647,G648,0.9
G648,G649,0.9
G649,G650,0.9
G650,G651,0.9
G651,G652,0.9
G652,G653,0.9
G653,G654,0.9
G654,G655,0.9
G655,G656,0.9
G656,G657,0.9
G657,G658,0.9
G658,G659,0.9
G659,G660,0.9
G660,G661,0.9
G661,G662,0.9
G662,G663,0.9
G663,G664,0.9
G664,G665,0.9
G665,G666,0.9
G666,G667,0.9
G667,G668,0.9
G668,G669,0.9
G669,G670,0.9
G670,G671,0.9
G671,G672,0.9
G672,G673,0.9
G673,G674,0.9
G674,G675,0.9
G675,G676,0.9
G676,G677,0.9
G677,G678,0.9
G678,G679,0.9
G679,G680,0.9
G680,G681,0.9
G681,G682,0.9
G682,G683,0.9
G683,G684,0.9
G684,G685,0.9
G685,G686,0.9
G686,G687,0.9
G687,G688,0.9
G688,G689,0.9
G689,G690,0.9
G690,G691,0.9
G691,G692,0.9
G692,G693,0.9
G693,G694,0.9
G694,G695,0.9
G695,G696,0.9
G696,G697,0.9
G697,G698,0.9
G698,G699,0.9
G699,G700,0.9
G700,G701,0.9
G701,G702,0.9
G702,G703,0.9
G703,G704,0.9
G704,G705,0.9
G705,G706,0.9
G706,G707,0.9
G707,G708,0.9
G708,G709,0.9
G709,G710,0.9
G710,G711,0.9
G711,G712,0.9
G712,G713,0.9
G713,G714,0.9
G714,G715,0.9
G715,G716,0.9
G716,G717,0.9
G717,G718,0.9
G718,G719,0.9
G719,G720,0.9
G720,G721,0.9
G721,G722,0.9
G722,G723,0.9
G723,G724,0.9
G724,G725,0.9
G725,G726,0.9
G726,G727,0.9
G727,G728,0.9
G728,G729,0.9
G729,G730,0.9
G730,G731,0.9
G731,G732,0.9
G732,G733,0.9
G733,G734,0.9
G734,G735,0.9
G735,G736,0.9
G736,G737,0.9
G737,G738,0.9
G738,G739,0.9
G739,G740,0.9
G740,G741,0.9
G741,G742,0.9
G742,G743,0.9
G743,G744,0.9
G744,G745,0.9
G745,G746,0.9
G746,G747,0.9
G747,G748,0.9
G748,G749,0.9
G749,G750,0.9
G750,G751,0.9
G751,G752,0.9
G752,G753,0.9
G753,G754,0.9
G754,G755,0.9
G755,G756,0.9
G756,G757,0.9
G757,G758,0.9
G758,G759,0.9
G759,G760,0.9
G760,G761,0.9
G761,G762,0.9
G762,G763,0.9
G763,G764,0.9
G764,G765,0.9
G765,G766,0.9
G766,G767,0.9
G767,G768,0.9
G768,G769,0.9
G769,G770,0.9
G770,G771,0.9
G771,G772,0.9
G772,G773,0.9
G773,G774,0.9
G774,G775,0.9
G775,G776,0.9
G776,G777,0.9
G777,G778,0.9
G778,G779,0.9
G779,G780,0.9
G780,G781,0.9
G781,G782,0.9
G782,G783,0.9
G783,G784,0.9
G784,G785,0.9
G785,G786,0.9
G786,G787,0.9
G787,G788,0.9
G788,G789,0.9
G789,G790,0.9
G790,G791,0.9
G791,G792,0.9
G792,G793,0.9
G793,G794,0.9
G794,G795,0.9
G795,G796,0.9
G796,G797,0.9
G797,G798,0.9
G798,G799,0.9
G79,G719,0.7112884271332741
G700,G725,0.8461805760212875
G218,G3,0.8346367918700884
G96,G579,0.7683594609838109
G17,G146,0.7484500869118644
G515,G208,0.894994065268583
G270,G440,0.7103120100898145
G311,G793,0.7659171743733315
G529,G637,0.8738147108139588
G684,G387,0.8921589628836365
G0,G24,0.9491704065817688
G55,G186,0.7487864484487128
G159,G397,0.7122460789747744
G231,G391,0.7432811235005877
G125,G108,0.8731591273804691
G307,G676,0.7453243509264185
G277,G54,0.8458315097561278
G569,G99,0.7130688554556344
G27,G222,0.8502396633197578
G787,G792,0.8292721177111675
G568,G47,0.8913494102335802
G293,G732,0.804246402252151
G270,G728,0.9014365562490914
G720,G609,0.8878207715026168
G238,G41,0.723613346729199
G428,G30,0.9198894622209812
G414,G539,0.893098569045647
G726,G283,0.8403156647423917
G666,G541,0.7913435571227398
G609,G515,0.9333304777128656
G254,G646,0.8679632526316651
G261,G557,0.7121948988204062
G735,G496,0.8992189513443203
G138,G679,0.8076756459106833
G491,G706,0.8137290998700003
G523,G90,0.7975318342895995
G352,G579,0.778954416537087
G318,G312,0.8831628178472518
G712,G594,0.8881416986270414
G525,G295,0.7549154437048187
G632,G665,0.8039756569518342
G120,G760,0.819469497776598
G703,G688,0.7453687680163679
G538,G47,0.7018768259956414
G735,G624,0.9049124153170404
G466,G397,0.8993574755175385
G216,G636,0.741770991321564
G180,G731,0.8910803821663523
G125,G215,0.7032392939497794
G47,G560,0.9186464613716138
G518,G222,0.7078088484109355
G353,G473,0.9472448957156745
G500,G229,0.7646920281417717
G588,G335,0.7482411784873366
G298,G174,0.8784270993087552
G441,G722,0.805994619201052
G413,G586,0.7863474143725757
G188,G228,0.924478564634582
G584,G300,0.7100783940656193
G794,G78,0.8949792163817389
G354,G218,0.7753801823919887
G347,G341,0.8602805851214999
G780,G503,0.7830820642255849
G781,G59,0.9358392353277316
G711,G324,0.7730610702546411
G612,G765,0.7588853017898312
G189,G785,0.767714512408209
G756,G318,0.902659319100688
G444,G615,0.8478480626255489
G437,G420,0.8647197183189846
G136,G479,0.9448535833434082
G341,G724,0.9141813862124912
G273,G73,0.7084719609979104
G86,G647,0.8857561386542991
G490,G397,0.827251070422919
G579,G553,0.8661437104294278
G130,G117,0.8044153572925803
G560,G185,0.8414899818683913
G366,G58,0.8476332130547728
G135,G432,0.8456717068915669
G39,G231,0.9361172058531197
G650,G611,0.736756410363004
G15,G771,0.8793392967247806
G472,G648,0.7828912488868732
G162,G259,0.7410644896876029
G719,G716,0.7304012729891389
G654,G115,0.766056763826589
G367,G7,0.8273730298695927
G389,G634,0.8192799824292016
G421,G569,0.8881306455996874
G616,G446,0.7055528495887072
G287,G23,0.8276034078001472
G433,G337,0.7824273150424704
G561,G405,0.9439766899508717
G413,G13,0.7211376573106658
G552,G545,0.8832584312816651
G634,G144,0.8586200541653606
G750,G779,0.7266436858877228
G464,G365,0.7602443109836144
G768,G452,0.8274170615829263
G643,G476,0.9197337970785225
G453,G742,0.9329727803526353
G13,G291,0.7618102378141773
G101,G81,0.8610292486824218
G674,G342,0.7248137846173042
G616,G271,0.8940776558786722
G418,G424,0.90135019002043
G147,G235,0.7618133922889802
G15,G715,0.7759371743021632
G514,G73,0.9492317165426449
G148,G25,0.88681415592646
G127,G308,0.8893624253495607
G512,G280,0.9156301907427269
G593,G169,0.9414400627081752
G619,G509,0.8536424030226892
G482,G477,0.8978466088472306
G89,G399,0.877096371823258
G449,G225,0.802019280436751
G496,G190,0.806214741075486
G1,G224,0.9382256325042183
G67,G720,0.8340080553651682
G425,G49,0.7596872301006514
G513,G296,0.8368986119240962
G430,G784,0.8672536606159881
G628,G440,0.9143469824189558
G475,G113,0.9067369751131865
G77,G446,0.9304793726823842
G751,G710,0.7271847182955473
G322,G270,0.8655363487010528
G75,G425,0.8565362944218717
G107,G426,0.8570281928723482
G658,G533,0.8138497088327741
G385,G49,0.7339783276370392
G133,G394,0.8584520189676815
G405,G585,0.8795207626913708
G650,G296,0.8920884789112703
G594,G260,0.8581838757868341
G316,G647,0.762045509953991
G366,G527,0.713062168680731
G96,G240,0.7667707123714342
G468,G575,0.9395646558923247
G204,G229,0.805954686426644
G169,G192,0.7143139566770306
G696,G287,0.9413219858622968
G503,G22,0.7732810887890226
G619,G611,0.7047860102030891
G223,G574,0.8883359162375067
G396,G212,0.7796196294307781
G495,G8,0.732209779039016
G629,G132,0.7168420774108568
G0,G367,0.814466938610769
G683,G262,0.793237408062194
G41,G768,0.7345128412633775
G72,G457,0.7599284881713877
G726,G263,0.9196706696535983
G548,G490,0.8340565208932336
G331,G72,0.8253558710879976
G564,G745,0.9018498011241167
G93,G646,0.8603857075539159
G359,G181,0.8141069805363016
G192,G715,0.810764495605427
G548,G359,0.8937303188821871
G515,G387,0.9462169921594942
G642,G512,0.796804432410225
G330,G288,0.8708145258709765
G511,G722,0.8086559997240461
G143,G132,0.8721589602074898
G163,G122,0.8014151728707678
G89,G610,0.8245899881736802
G402,G48,0.8179770868365606
G79,G529,0.7792217910653877
G716,G591,0.7227115655331403
G322,G89,0.9009953258603265
G90,G668,0.8360789926817793
G678,G88,0.9223186406189608
G70,G305,0.839131630825727
G130,G123,0.8088724192098525
G336,G540,0.8803466016190825
G15,G342,0.7600119653919322
G496,G642,0.755028972167481
G607,G557,0.8771807915851801
G127,G365,0.9178584782653882
G254,G408,0.7688226999600515
G302,G449,0.7248107067047305
G138,G748,0.939401694919239
G407,G607,0.9081034785858545
G422,G788,0.8268648956083352
G550,G779,0.7640180117707925
G495,G364,0.8202047988661814
G798,G713,0.7746115989368407
G7,G738,0.9291693810323862
G690,G310,0.9381213292751853
G262,G377,0.878760172463297
G501,G700,0.865266107756842
G711,G732,0.760272963591065
G12,G478,0.750850513121169
G220,G20,0.854104266423605
G692,G449,0.8709329276247753
G759,G15,0.8597006684614282
G417,G182,0.81339134852169
G49,G257,0.8812036036184923
G87,G6,0.8540598590480679
G131,G154,0.8523446438189719
G485,G240,0.7845580606158847
G551,G183,0.8387576510727889
G89,G205,0.7295993015267126
G199,G244,0.7374031213434543
G722,G563,0.743597130333588
G423,G135,0.9263964736259764
G12,G158,0.72235271403305
G721,G343,0.7284782467647958
G221,G754,0.8781852534191275
G487,G134,0.8897201067165139
G490,G675,0.7699023067321495
G657,G148,0.8149793238784311
G793,G787,0.9297596665243183
G168,G639,0.9290769637396114
G139,G367,0.9082913857058384
G194,G377,0.8764028072377096
G35,G88,0.7148356686780108
G35,G577,0.8562476212125121
G229,G619,0.85845923082961
G512,G402,0.9468113613528625
G176,G645,0.8355576169831298
G562,G21,0.7158582997953203
G253,G761,0.8151016165494769
G747,G25,0.7035755460163928
G255,G13,0.8002429603629524
G627,G73,0.8502461541835491
G137,G759,0.9147927204348407
G253,G126,0.9359215937028627
G428,G304,0.8258290604083615
G58,G47,0.8042992974790755
G198,G25,0.942066030207833
G66,G783,0.8332600310663085
G572,G377,0.9210862349625227
G736,G128,0.7045122430807192
G188,G0,0.8000040561652456
G177,G238,0.8934662174620824
G146,G341,0.8683023828933205
G504,G52,0.8483508123422325
G155,G779,0.7174999060795302
G697,G250,0.8965135338349148
G291,G75,0.8225101411347583
G232,G707,0.8035633948951587
G170,G671,0.7637737902327061
G171,G534,0.782954055157213
G638,G153,0.9376235443281686
G45,G571,0.8191843865568577
G422,G576,0.9126063624261693
G443,G263,0.7057059238369139
G236,G135,0.8816569859103435
G657,G684,0.7356585158864544
G369,G414,0.8112839129469768
G526,G462,0.7768453920227082
G437,G292,0.8919427423950329
G340,G537,0.806743762694792
G619,G515,0.7877289766159353
G728,G324,0.9432465752671335
G662,G349,0.8282096038317077
G630,G743,0.881772438954874
G136,G642,0.8064642678896308
G276,G54,0.8395824896750892
G144,G78,0.7378358660295791
G172,G657,0.8033362419311172
G328,G335,0.8846934426631831
G517,G611,0.8059011249154787
G213,G393,0.8480991317738771
G525,G196,0.7790198360577406
G482,G707,0.7535256079300825
G612,G391,0.7300201434125648
G181,G149,0.7566888833827576
G113,G616,0.8206372339078682
G702,G431,0.8873207176889593
G118,G679,0.9306972520744545
G290,G227,0.8491563284657211
G139,G735,0.7109430712940317
G357,G222,0.7503299176361327
G248,G616,0.898707898825134
G582,G663,0.757869119287661
G239,G684,0.8632336814575635
G508,G388,0.7971703389171922
G469,G275,0.8466495743319956
G111,G476,0.7155106368356943
G141,G688,0.775306061621972
G441,G205,0.9496973763162753
G591,G547,0.7131004358037097
G738,G199,0.7699839907440781
G43,G661,0.8910023050970225
G589,G479,0.7352600737093615
G291,G255,0.7389271048620729
G307,G208,0.9191619545325916
G216,G192,0.8224368784924698
G599,G193,0.9355825738768107
G470,G420,0.9306129862098573
G511,G74,0.7890678516679348
G186,G16,0.7971353756424663
G733,G143,0.713575685173896
G242,G513,0.8539202741034247
G689,G523,0.8318111894602196
G790,G456,0.8829987440563074
G721,G241,0.8085823197203936
G590,G501,0.8772444235274481
G413,G304,0.7433257003592575
G536,G739,0.7408551170401685
G788,G74,0.755770944171674
G278,G52,0.924244819748147
G523,G4,0.9326911106581742
G417,G91,0.7024028425559384
G477,G606,0.9103359995660071
G272,G17,0.8926031336864537
G263,G36,0.7939606781250621
G75,G308,0.9346804259880646
G652,G50,0.8752955877655454
G494,G181,0.7479649957958673
G670,G20,0.8901031790531715
G139,G601,0.7107200599024104
G355,G669,0.7121455202721355
G790,G177,0.8915964950231978
G672,G233,0.8161923245440013
G541,G327,0.8427603814218892
G268,G435,0.7336433984078963
G746,G162,0.944701819199262
G262,G193,0.9061586707241258
G537,G105,0.7404576338172901
G532,G646,0.7649139787921265
G372,G763,0.8602175685854228
G180,G700,0.850283057365489
G321,G127,0.8544623656022867
G471,G307,0.7497221593449385
G606,G156,0.8091424615436265
G206,G247,0.8314985952203621
G127,G102,0.8998676168093449
G225,G21,0.8663263768468831
G217,G362,0.7486208465293757
G688,G518,0.7448396272463411
G111,G225,0.8413913232769729
G555,G520,0.8874651378922462
G729,G158,0.9313644236073765
G324,G776,0.7815412464399207
G583,G774,0.7190882038653946
G166,G3,0.7107312227450988
G535,G38,0.715831394927861
G71,G528,0.8131795487163997
G152,G90,0.8868993232060856
G61,G157,0.9220979905765865
G771,G452,0.7283058187521851
G477,G330,0.8512920164804554
G193,G799,0.8721753146103913
G620,G527,0.9206764802235489
G29,G743,0.9253986608830447
G12,G364,0.7715565362003538
G424,G340,0.890266834477663
G312,G76,0.8058400264892216
G271,G503,0.9442536950741693
G710,G316,0.8418689485716522
G211,G698,0.7886451045958752
G358,G744,0.8599289878573562
G305,G525,0.9442774963406824
G667,G653,0.7674727455797375
G605,G553,0.7648006980326638
G61,G231,0.9218722879009229
G546,G74,0.7663885070517963
G768,G590,0.9366930153614202
G27,G482,0.883942901537889
G181,G787,0.889168395158074
G680,G104,0.788784951957534
G238,G281,0.7404482693567527
G628,G451,0.8983861637937086
G301,G205,0.8455764886890448
G38,G453,0.9353903579246982
G375,G666,0.8078949113932059
G722,G22,0.8385887519368403
G478,G192,0.8774253253575796
G268,G312,0.7853633786735728
G172,G638,0.899538018790987
G631,G37,0.7040587318094155
G337,G84,0.8952669941521347
G628,G158,0.947341345732188
G362,G50,0.7917003757379292
G654,G385,0.8436425644466119
G652,G377,0.8916919116630417
G699,G117,0.8432435451621467
G361,G502,0.8892313477178269
G208,G390,0.9180618805712745
G36,G453,0.7139714811119842
G374,G659,0.7093197450571045
G497,G472,0.9278698880994634
G175,G113,0.9036853668488738
G316,G582,0.7530204729562542
G775,G596,0.9117704477997955
G78,G70,0.8167334488180271
G317,G253,0.7763986559545224
G246,G662,0.8132800066262391
G370,G404,0.7189557557183414
G664,G120,0.7917111063069872
G508,G707,0.8057911961327001
G328,G584,0.8770799342238977
G777,G662,0.7251536302780726
G75,G550,0.8111145587069752
G666,G495,0.9355194395930495
G729,G58,0.7096944933395595
