gene_u,gene_v,score
G140,G141,0.9
G141,G142,0.9
G142,G143,0.9
G143,G144,0.9
G144,G145,0.9
G145,G146,0.9
G146,G147,0.9
G147,G148,0.9
G148,G149,0.9
G149,G150,0.9
G150,G151,0.9
G151,G152,0.9
G152,G153,0.9
G153,G154,0.9
G154,G155,0.9
G155,G156,0.9
G156,G157,0.9
G157,G158,0.9
G158,G159,0.9
G159,G160,0.9
G160,G161,0.9
G161,G162,0.9
G162,G163,0.9
G163,G164,0.9
G164,G165,0.9
G165,G166,0.9
G166,G167,0.9
G167,G168,0.9
G168,G169,0.9
G169,G170,0.9
G170,G171,0.9
G171,G172,0.9
G172,G173,0.9
G173,G174,0.9
G174,G175,0.9
G175,G176,0.9
G176,G177,0.9
G177,G178,0.9
G178,G179,0.9
G179,G180,0.9
G180,G181,0.9
G181,G182,0.9
G182,G183,0.9
G183,G184,0.9
G184,G185,0.9
G185,G186,0.9
G186,G187,0.9
G187,G188,0.9
G188,G189,0.9
G189,G190,0.9
G190,G191,0.9
G191,G192,0.9
G192,G193,0.9
G193,G194,0.9
G194,G195,0.9
G195,G196,0.9
G196,G197,0.9
G197,G198,0.9
G198,G199,0.9
G199,G200,0.9
G200,G201,0.9
G201,G202,0.9
G202,G203,0.9
G203,G204,0.9
G204,G205,0.9
G205,G206,0.9
G206,G207,0.9
G207,G208,0.9
G208,G209,0.9
G209,G210,0.9
G210,G211,0.9
G211,G212,0.9
G212,G213,0.9
G213,G214,0.9
G214,G215,0.9
G215,G216,0.9
G216,G217,0.9
G217,G218,0.9
G218,G219,0.9
G219,G220,0.9
G220,G221,0.9
G221,G222,0.9
G222,G223,0.9
G223,G224,0.9
G224,G225,0.9
G225,G226,0.9
G226,G227,0.9
G227,G228,0.9
G228,G229,0.9
G229,G230,0.9
G230,G231,0.9
G231,G232,0.9
G232,G233,0.9
G233,G234,0.9
G234,G235,0.9
G235,G236,0.9
G236,G237,0.9
G237,G238,0.9
G238,G239,0.9
G239,G240,0.9
G240,G241,0.9
G241,G242,0.9
G242,G243,0.9
G243,G244,0.9
G244,G245,0.9
G245,G246,0.9
G246,G247,0.9
G247,G248,0.9
G248,G249,0.9
G249,G250,0.9
G250,G251,0.9
G251,G252,0.9
G252,G253,0.9
G253,G254,0.9
G254,G255,0.9
G255,G256,0.9
G256,G257,0.9
G257,G258,0.9
G258,G259,0.9
G259,G260,0.9
G260,G261,0.9
G261,G262,0.9
G262,G263,0.9
G263,G264,0.9
G264,G265,0.9
G265,G266,0.9
G266,G267,0.9
G267,G268,0.9
G268,G269,0.9
G269,G270,0.9
G270,G271,0.9
G271,G272,0.9
G272,G273,0.9
G273,G274,0.9
G274,G275,0.9
G275,G276,0.9
G276,G277,0.9
G277,G278,0.9
G278,G279,0.9
G279,G280,0.9
G280,G281,0.9
G281,G282,0.9
G282,G283,0.9
G283,G284,0.9
G284,G285,0.9
G285,G286,0.9
G286,G287,0.9
G287,G288,0.9
G288,G289,0.9
G289,G290,0.9
G290,G291,0.9
G291,G292,0.9
G292,G293,0.9
G293,G294,0.9
G294,G295,0.9
G295,G296,0.9
G296,G297,0.9
G297,G298,0.9
G298,G299,0.9
G299,G300,0.9
G300,G301,0.9
G301,G302,0.9
G302,G303,0.9
G303,G304,0.9
G304,G305,0.9
G305,G306,0.9
G306,G307,0.9
G307,G308,0.9
G308,G309,0.9
G309,G310,0.9
G310,G311,0.9
G311,G312,0.9
G312,G313,0.9
G313,G314,0.9
G314,G315,0.9
G315,G316,0.9
G316,G317,0.9
G317,G318,0.9
G318,G319,0.9
G319,G320,0.9
G320,G321,0.9
G321,G322,0.9
G322,G323,0.9
G323,G324,0.9
G324,G325,0.9
G325,G326,0.9
G326,G327,0.9
G327,G328,0.9
G328,G329,0.9
G329,G330,0.9
G330,G331,0.9
G331,G332,0.9
G332,G333,0.9
G333,G334,0.9
G334,G335,0.9
G335,G336,0.9
G336,G337,0.9
G337,G338,0.9
G338,G339,0.9
G339,G340,0.9
G340,G341,0.9
G341,G342,0.9
G342,G343,0.9
G343,G344,0.9
G344,G345,0.9
G345,G346,0.9
G346,G347,0.9
G347,G348,0.9
G348,G349,0.9
G349,G350,0.9
G350,G351,0.9
G351,G352,0.9
G352,G353,0.9
G353,G354,0.9
G354,G355,0.9
G355,G356,0.9
G356,G357,0.9
G357,G358,0.9
G358,G359,0.9
G359,G360,0.9
G360,G361,0.9
G361,G362,0.9
G362,G363,0.9
G363,G364,0.9
G364,G365,0.9
G365,G366,0.9
G366,G367,0.9
G367,G368,0.9
G368,G369,0.9
G369,G370,0.9
G370,G371,0.9
G371,G372,0.9
G372,G373,0.9
G373,G374,0.9
G374,G375,0.9
G375,G376,0.9
G376,G377,0.9
G377,G378,0.9
G378,G379,0.9
G379,G380,0.9
G380,G381,0.9
G381,G382,0.9
G382,G383,0.9
G383,G384,0.9
G384,G385,0.9
G385,G386,0.9
G386,G387,0.9
G387,G388,0.9
G388,G389,0.9
G389,G390,0.9
G390,G391,0.9
G391,G392,0.9
G392,G393,0.9
G393,G394,0.9
G394,G395,0.9
G395,G396,0.9
G396,G397,0.9
G397,G398,0.9
G398,G399,0.9
G399,G400,0.9
G400,G401,0.9
G401,G402,0.9
G402,G403,0.9
G403,G404,0.9
G404,G405,0.9
G405,G406,0.9
G406,G407,0.9
G407,G408,0.9
G408,G409,0.9
G409,G410,0.9
G410,G411,0.9
G411,G412,0.9
G412,G413,0.9
G413,G414,0.9
G414,G415,0.9
G415,G416,0.9
G416,G417,0.9
G417,G418,0.9
G418,G419,0.9
G419,G420,0.9
G420,G421,0.9
G421,G422,0.9
G422,G423,0.9
G423,G424,0.9
G424,G425,0.9
G425,G426,0.9
G426,G427,0.9
G427,G428,0.9
G428,G429,0.9
G429,G430,0.9
G430,G431,0.9
G431,G432,0.9
G432,G433,0.9
G433,G434,0.9
G434,G435,0.9
G435,G436,0.9
G436,G437,0.9
G437,G438,0.9
G438,G439,0.9
G439,G440,0.9
G440,G441,0.9
G441,G442,0.9
G442,G443,0.9
G443,G444,0.9
G444,G445,0.9
G445,G446,0.9
G446,G447,0.9
G447,G448,0.9
G448,G449,0.9
G449,G450,0.9
G450,G451,0.9
G451,G452,0.9
G452,G453,0.9
G453,G454,0.9
G454,G455,0.9
G455,G456,0.9
G456,G457,0.9
G457,G458,0.9
G458,G459,0.9
G459,G460,0.9
G460,G461,0.9
G461,G462,0.9
G462,G463,0.9
G463,G464,0.9
G464,G465,0.9
G465,G466,0.9
G466,G467,0.9
G467,G468,0.9
G468,G469,0.9
G469,G470,0.9
G470,G471,0.9
G471,G472,0.9
G472,G473,0.9
G473,G474,0.9
G474,G475,0.9
G475,G476,0.9
G476,G477,0.9
G477,G478,0.9
G478,G479,0.9
G479,G480,0.9
G480,G481,0.9
G481,G482,0.9
G482,G483,0.9
G483,G484,0.9
G484,G485,0.9
G485,G486,0.9
G486,G487,0.9
G487,G488,0.9
G488,G489,0.9
G489,G490,0.9
G490,G491,0.9
G491,G492,0.9
G492,G493,0.9
G493,G494,0.9
G494,G495,0.9
G495,G496,0.9
G496,G497,0.9
G497,G498,0.9
G498,G499,0.9
G499,G500,0.9
G500,G501,0.9
G501,G502,0.9
G502,G503,0.9
G503,G504,0.9
G504,G505,0.9
G505,G506,0.9
G506,G507,0.9
G507,G508,0.9
G508,G509,0.9
G509,G510,0.9
G510,G511,0.9
G511,G512,0.9
G512,G513,0.9
G513,G514,0.9
G514,G515,0.9
G515,G516,0.9
G516,G517,0.9
G517,G518,0.9
G518,G519,0.9
G519,G520,0.9
G520,G521,0.9
G521,G522,0.9
G522,G523,0.9
G523,G524,0.9
G524,G525,0.9
G525,G526,0.9
G526,G527,0.9
G527,G528,0.9
G528,G529,0.9
G529,G530,0.9
G530,G531,0.9
G531,G532,0.9
G532,G533,0.9
G533,G534,0.9
G534,G535,0.9
G535,G536,0.9
G536,G537,0.9
G537,G538,0.9
G538,G539,0.9
G539,G540,0.9
G540,G541,0.9
G541,G542,0.9
G542,G543,0.9
G543,G544,0.9
G544,G545,0.9
G545,G546,0.9
G546,G547,0.9
G547,G548,0.9
G548,G549,0.9
G549,G550,0.9
G550,G551,0.9
G551,G552,0.9
G552,G553,0.9
G553,G554,0.9
G554,G555,0.9
G555,G556,0.9
G556,G557,0.9
G557,G558,0.9
G558,G559,0.9
G559,G560,0.9
G560,G561,0.9
G561,G562,0.9
G562,G563,0.9
G563,G564,0.9
G564,G565,0.9
G565,G566,0.9
G566,G567,0.9
G567,G568,0.9
G568,G569,0.9
G569,G570,0.9
G570,G571,0.9
G571,G572,0.9
G572,G573,0.9
G573,G574,0.9
G574,G575,0.9
G575,G576,0.9
G576,G577,0.9
G577,G578,0.9
G578,G579,0.9
G579,G580,0.9
G580,G581,0.9
G581,G582,0.9
G582,G583,0.9
G583,G584,0.9
G584,G585,0.9
G585,G586,0.9
G586,G587,0.9
G587,G588,0.9
G588,G589,0.9
G589,G590,0.9
G590,G591,0.9
G591,G592,0.9
G592,G593,0.9
G593,G594,0.9
G594,G595,0.9
G595,G596,0.9
G596,G597,0.9
G597,G598,0.9
G598,G599,0.9
G101,G355,0.8590567490803757
G575,G199,0.9190203213607672
G475,G76,0.8238118058473554
G348,G463,0.8613175434026932
G137,G101,0.9127245946850647
G89,G501,0.7204422770110451
G473,G344,0.7481749096974875
G42,G145,0.7195671747636967
G469,G378,0.8541988996177448
G528,G238,0.7870677186211056
G298,G508,0.8451371221303868
G186,G446,0.9175904198484898
G15,G34,0.780953327765403
G319,G92,0.7724985792176811
G201,G366,0.7191147965877883
G548,G462,0.8001740182081687
G578,G82,0.8204435121597009
G424,G325,0.8047896684091115
G32,G465,0.9330750609298525
G130,G572,0.9208582823690167
G178,G400,0.7321623735275647
G192,G599,0.8621661537232397
G554,G110,0.8464253477784488
G238,G360,0.8731309249474942
G214,G561,0.9486277907044303
G14,G482,0.8852382957718673
G413,G285,0.9352632761374785
G233,G464,0.7060706061422909
G96,G294,0.8696100705362444
G532,G137,0.7476095894601955
G494,G57,0.7541997917219174
G467,G40,0.7714071240606635
G494,G175,0.844915238724765
G487,G3,0.9499024478849972
G243,G510,0.7939810359792451
G523,G416,0.8400899948231774
G396,G189,0.7007058322338671
G358,G540,0.9347280033696527
G97,G114,0.7524750297038443
G438,G264,0.9149599566484237
G290,G288,0.8420109861245748
G376,G472,0.7264071587523705
G561,G560,0.9145763914124665
G75,G268,0.7193739449554308
G19,G226,0.9154737903173533
G545,G423,0.7924012483642336
G107,G167,0.7812789348579484
G333,G43,0.7044238109950771
G323,G371,0.7894616133196647
G242,G253,0.9011629923482135
G192,G311,0.8725575835062357
G318,G377,0.7698562515065892
G542,G179,0.7824961263820731
G147,G251,0.7205428039017487
G177,G230,0.7480647751764126
G81,G40,0.9073453365602158
G505,G75,0.7473573477701241
G358,G530,0.9205889597037702
G225,G577,0.8631162937375195
G382,G171,0.722727716941622
G338,G184,0.8472232336986596
G290,G461,0.9077800104249591
G213,G570,0.8812269791356646
G131,G149,0.8662494841643854
G37,G236,0.8389230872516542
G515,G471,0.7128769117871085
G306,G478,0.8937398900194273
G411,G468,0.7982334338485086
G341,G545,0.7373595894504663
G536,G347,0.7310709503406322
G167,G66,0.7613879518868567
G66,G358,0.9124211014132686
G363,G50,0.8039812146049281
G521,G557,0.8053395817676393
G267,G365,0.8082582096231541
G576,G51,0.7063447852483012
G152,G557,0.8900320984956076
G279,G47,0.7826669973583164
G449,G598,0.7808697849670156
G420,G352,0.8602158102608171
G289,G497,0.9358297079506253
G364,G311,0.946399611511501
G206,G474,0.7522190710811774
G459,G136,0.9044761983381748
G517,G109,0.8926675251958018
G521,G65,0.8254235230146696
G223,G554,0.7494980028342826
G64,G284,0.8776982209203543
G70,G120,0.9321142784681737
G232,G298,0.8314608983277687
G357,G593,0.8931124564582466
G73,G417,0.9184894049311803
G15,G156,0.7742329814352349
G408,G24,0.8843847318237252
G444,G433,0.9125609721825684
G590,G70,0.8175336054047357
G247,G195,0.8806293517152479
G585,G59,0.7507699128191558
G157,G272,0.7130081017002348
G48,G477,0.9358115965730023
G222,G257,0.8722398972755006
G53,G109,0.8599103559198671
G541,G174,0.8724589993556875
G17,G149,0.8333767641760543
G590,G367,0.8909053501758418
G292,G255,0.9368463500932496
G316,G447,0.7001296019635062
G309,G215,0.7525162202664788
G192,G48,0.7327735447850744
G248,G133,0.7239706350789696
G98,G523,0.8012063653674792
G425,G250,0.7971369372017119
G441,G386,0.7395065781208513
G245,G456,0.8760040593722306
G285,G295,0.8073216537987257
G522,G280,0.7245430741059504
G538,G459,0.8364402161844475
G510,G89,0.9121132184391298
G79,G55,0.9450030536107042
G127,G162,0.8554334293771124
G189,G294,0.8724883158919137
G414,G87,0.760378007847979
G371,G107,0.8481429782636921
G528,G440,0.8115130337002725
G204,G348,0.715338534417047
G269,G538,0.7682841160561169
G29,G376,0.863823943758094
G555,G442,0.9229842007723074
G40,G334,0.9433543395467969
G558,G489,0.7771825480029797
G599,G217,0.8596398527014502
G532,G175,0.7744067349071667
G44,G508,0.7646755798715371
G350,G63,0.7391306341632009
G528,G306,0.7788025118233706
G114,G587,0.833598954912296
G477,G420,0.7295164510826967
G403,G16,0.8931517601166757
G595,G201,0.7520909076637587
G231,G120,0.7486691526675945
G27,G563,0.7208738460413624
G180,G56,0.7483948869763837
G538,G46,0.830853418844017
G199,G545,0.8671670219175309
G577,G503,0.7366281798625054
G299,G423,0.8019199223460477
G57,G285,0.9476845456181529
G77,G139,0.7907579063021969
G215,G418,0.7760823077381478
G123,G173,0.7622357368782813
G573,G431,0.8003930342778512
G296,G411,0.9153775684962653
G346,G448,0.9053578931850992
G563,G43,0.8707155648260723
G470,G585,0.7482521276993241
G167,G464,0.9052315703881162
G448,G314,0.8235157210753481
G209,G3,0.8661477621502542
G100,G50,0.7036391897379052
G408,G518,0.9020498383808324
G507,G214,0.8154322139813657
G512,G81,0.7302969093469167
G412,G287,0.9347025677887881
G55,G404,0.78478499690685
G140,G554,0.8860799407090153
G482,G325,0.9001711878006631
G330,G118,0.8662501183134496
G168,G429,0.8173128443473193
G293,G412,0.8338617024655881
G184,G400,0.943602921188041
G1,G273,0.9126335059610767
G438,G237,0.7125551892064979
G506,G504,0.8465422171235362
G559,G184,0.9323241745723557
G25,G552,0.7729435926637601
G108,G58,0.7537301769290354
G461,G345,0.7803222039270604
G545,G124,0.8899036367236245
G426,G266,0.7712256847724688
G245,G477,0.7545359043631076
G486,G450,0.830544823170868
G595,G578,0.8404340912057431
G497,G159,0.8828700398539406
G203,G399,0.7961553109035865
G528,G487,0.7963841032492919
G407,G571,0.8169734336492213
G84,G373,0.8485890336528383
G293,G310,0.8354619226773925
G535,G23,0.7630973824613332
G366,G212,0.8610625146502858
G39,G229,0.8367982544506432
G260,G91,0.8449003146058867
G131,G229,0.7110739975675953
G394,G386,0.8318616890766322
G420,G587,0.8109540839041041
G303,G33,0.7147563722627729
G112,G100,0.9464865396045471
G523,G81,0.8630192005797863
G424,G242,0.7487228368893057
G229,G53,0.8970951453218692
G61,G532,0.7150337400991655
G294,G178,0.7435075973505844
G96,G41,0.8062924571029351
G278,G492,0.7357675824434083
G423,G107,0.7438961296486077
G316,G60,0.9369214756691889
G71,G320,0.7829427328062151
G422,G70,0.8466542654584084
G433,G149,0.8788224375191758
G368,G219,0.8296397609552639
G117,G508,0.8422121227790142
G182,G325,0.7644180526004132
G8,G43,0.8060468870436273
G537,G199,0.9149903564433172
G499,G229,0.7028505581822131
G178,G224,0.9236002312830116
G388,G62,0.7247131156690536
G348,G332,0.8268688909823718
G284,G385,0.724159393186321
G53,G581,0.7761302396432759
G184,G397,0.9223357320645241
G69,G401,0.8172754271371226
G115,G84,0.7823357084503695
G343,G102,0.7141119118170418
G150,G329,0.8419639514765189
G548,G29,0.8341004910501244
G428,G74,0.7998329800835743
G320,G452,0.8960740685098697
G472,G328,0.9144361533434343
G317,G395,0.7005850500429077
G52,G31,0.8422626583361118
G404,G285,0.7687616600178648
G316,G105,0.8844833602315165
G551,G401,0.8124643475256079
G174,G262,0.9284456902107115
G125,G439,0.7321747868210224
G115,G127,0.7549615070625149
G398,G5,0.8644289026913518
G428,G476,0.8762197671128634
G43,G346,0.8030323849632477
G382,G7,0.7576809365299106
G45,G455,0.7669340563610648
G513,G211,0.7348283341513071
G484,G72,0.7149809753130598
G528,G196,0.7027126263076091
G564,G536,0.8767300932081143
G172,G586,0.8589178086711718
G473,G390,0.8466987549895546
G378,G38,0.7428037998936238
G151,G132,0.8007000297720703
G408,G426,0.7259454763309114
G107,G159,0.949265539656017
G19,G312,0.9142388528980587
G299,G241,0.9187678484730297
G19,G238,0.926349052923732
G255,G258,0.9272307990009524
G456,G522,0.7878853824831276
G519,G263,0.7217351460525858
G305,G279,0.8995351535814602
G59,G522,0.8973362919079022
G391,G344,0.9421784991310773
G66,G482,0.7276598133848091
G356,G525,0.8042236264669436
G378,G158,0.9405838641332828
G151,G63,0.8371180848913848
G226,G235,0.7647747325674977
G59,G397,0.7355078069367876
G360,G590,0.8776315941652169
G533,G203,0.9203152180186633
G516,G589,0.7466414582589114
G565,G538,0.9299813009184865
G32,G397,0.9223851619978571
G76,G586,0.7971686842620878
G468,G405,0.7583349190736729
G422,G438,0.8317735266787354
G218,G294,0.7724809247046199
G180,G47,0.7545060225290745
G268,G299,0.8182025731086209
G112,G22,0.8331634158698535
G85,G164,0.8701712466474476
G207,G116,0.8437553739860916
G263,G516,0.7267056679179508
G162,G195,0.7258131786175667
G313,G462,0.8688602410302915
G55,G337,0.7949009358051542
G108,G96,0.9177673777096785
G139,G274,0.9123025488003109
G137,G126,0.7996087831806102
G70,G435,0.8647730654588148
G223,G49,0.7514791765141349
G64,G286,0.7190123464366105
G192,G203,0.9402185353721504
G37,G422,0.7087247853050994
G118,G198,0.8617855503902792
G83,G510,0.7955339697208451
G502,G405,0.7800324252189512
G402,G525,0.8095059040611023
G537,G42,0.8224288348750648
G452,G180,0.8383773214307846
G139,G456,0.7935857763025781
G26,G510,0.8282273782760097
G44,G138,0.7760911054674833
G207,G226,0.9425920408949926
G279,G391,0.8994666160429723
G195,G370,0.753644829402642
G203,G552,0.7879934083192426
G315,G451,0.9167557852657021
G499,G216,0.8316877666420258
G179,G538,0.7219609724480213
G335,G378,0.8380892201383695
G256,G456,0.7621027380503407
G562,G84,0.805690081972698
G56,G234,0.7186421276368404
G331,G462,0.898795368418448
G189,G298,0.7200763542607176
G305,G39,0.8743037182794993
G2,G317,0.858311190234476
G584,G7,0.7451067032028085
G39,G300,0.8078595696323053
G181,G203,0.7544520962661891
G193,G106,0.7713157862155614
G520,G321,0.8560417592646314
G520,G130,0.8730836126896573
G86,G556,0.9066603792063899
G258,G147,0.811965811120027
G115,G599,0.7141613217235222
G232,G469,0.9332201420588313
G364,G581,0.8453193843934239
G223,G246,0.7479769765621055
G307,G244,0.7763000327240535
G96,G166,0.909306575623993
G118,G264,0.8422683734591645
G47,G414,0.8205015998394879
G349,G114,0.8414509245196221
G196,G409,0.9497728003858831
G592,G357,0.9437521605392056
G66,G381,0.8029399109459866
G123,G36,0.9352662377688307
G509,G474,0.9499892955174399
G450,G282,0.8994311874810814
G480,G360,0.8622611955763224
G472,G552,0.778247700979657
G353,G210,0.8422993372806379
G255,G37,0.8592915779074978
G467,G49,0.9393012421065164
G483,G437,0.7223387138658081
G159,G427,0.7443188771469464
G439,G100,0.8473436160454675
G51,G70,0.8348809301130461
G230,G17,0.7667050812392148
G347,G224,0.8744042565823722
G406,G389,0.8378777162252029
G71,G358,0.8640119114093722
G516,G249,0.8615931495279323
G156,G592,0.728732985843251
G587,G184,0.7865624842628542
G367,G46,0.7130507991515493
G441,G461,0.8655010068361583
G152,G419,0.9432566429354226
G305,G108,0.9267156185075757
G466,G253,0.770877415042652
G540,G480,0.7169675923148167
G586,G162,0.8329555012537875
G499,G274,0.7979765841799088
G290,G124,0.7521855147836548
G114,G5,0.8779979158977607
G389,G411,0.8466793628892948
G12,G565,0.7480840137117124
G585,G438,0.771106731063605
G211,G69,0.9458413401256272
G433,G196,0.7999193845957098
G560,G31,0.8110060425304193
G497,G470,0.8077313591945997
G562,G254,0.8819570136458508
G185,G430,0.7891815852667389
G392,G477,0.820731292574477
G60,G78,0.7054217904328519
G374,G447,0.8902189498156245
G523,G439,0.8982486436590454
G553,G276,0.8901596584323201
G223,G500,0.7243742262720281
G340,G63,0.9335347357616297
G210,G124,0.795741409340248
G478,G29,0.8146316974224439
G388,G92,0.7818265840984879
G264,G4,0.8132818735234707
G585,G385,0.7702030082740782
G532,G324,0.7338789554321821
G121,G329,0.7969298076711635
G580,G167,0.8976324691108228
G339,G328,0.8102859499702271
G394,G446,0.7320105490927012
G150,G377,0.8754263702290015
G138,G319,0.7929638680032457
G575,G375,0.7128922065005499
G27,G389,0.928604503902784
G216,G183,0.7615739791264045
G530,G145,0.8032680600469725
G220,G513,0.9113397446419425
G178,G375,0.9426053834416653
G331,G162,0.7044953990842193
G523,G526,0.7936558799066954
G38,G406,0.8532103415139574
G457,G23,0.7530735645671178
G349,G456,0.8499576381796753
G502,G51,0.7255829306399979
G129,G271,0.898151594677749
G437,G73,0.7642891701239118
G3,G167,0.9319821285296392
G117,G388,0.7004288405507111
G440,G32,0.8667595258281272
G391,G388,0.9482760535050694
G22,G78,0.7395077814326432
G22,G352,0.8029132218588088
G144,G63,0.8390962069114152
G12,G126,0.923627693116155
G11,G477,0.775561624085107
G495,G243,0.7845360210098165
G418,G94,0.9494496634922286
G134,G399,0.8921883223372524
G327,G87,0.8111279924225718
G376,G338,0.9328073476870815
G279,G193,0.7343627542469979
G251,G443,0.7492577949640158
G12,G159,0.8524775354404055
G301,G227,0.7699295741298086
G293,G2,0.7167406949404087
G353,G20,0.8985793859886045
G323,G489,0.8828882732517551
G460,G279,0.7348604301693727
G182,G472,0.9304657183535325
G520,G15,0.7652416082763169
G7,G85,0.7728585171533768
G126,G326,0.8871156947708683
G101,G88,0.8204688296014016
G75,G247,0.8679088263954918
G122,G343,0.8125139875015334
G542,G4,0.7418602628792962
G50,G332,0.7481127621336199
G53,G92,0.7399091324553221
G258,G96,0.8897641273154013
G406,G482,0.823346538982012
G258,G517,0.8540130158387659
G32,G397,0.7955856223288027
G260,G469,0.9344989658861125
G270,G173,0.7441295962660976
G371,G493,0.729567824150345
G188,G388,0.9289704037765956
G16,G360,0.7215800157854275
G293,G398,0.8602681629903277
G429,G95,0.7645081184654182
G456,G379,0.8323016438262848
G269,G204,0.8914717029019139
G9,G36,0.7334062219375947
G324,G39,0.7381192426164219
G54,G182,0.8857903222561211
G526,G238,0.7326653141654399
G150,G392,0.76931909740013
G344,G381,0.7734960725554237
G150,G49,0.7037278493044432
G147,G215,0.7129810939377121
G442,G511,0.8517096228006324
G114,G450,0.7045707178715335
G570,G50,0.9209837974672258
G468,G148,0.8479290057776249
G195,G561,0.8717115770222579
G271,G52,0.8306051029942915
G289,G249,0.8653274473224218
G305,G591,0.7898231399228651
G492,G330,0.7397626765865478
G365,G476,0.7287334283331288
G534,G586,0.8956119316206521
G454,G194,0.7767088444680317
G222,G135,0.8827013266516882
G261,G367,0.8953509914152888
G73,G495,0.9087213020580245
G511,G577,0.7765531092504145
G265,G382,0.7615614929354709
G506,G443,0.7536657643805351
G268,G143,0.7295005783300852
G151,G218,0.722953476701865
G230,G228,0.8818342239544382
G405,G420,0.7272742785438117
G147,G195,0.9282961938220529
G157,G223,0.8007357841380232
G537,G508,0.734152433842137
G16,G250,0.8907369381913646
G119,G201,0.7416417203101637
G342,G72,0.820581595104232
G430,G193,0.8878826856635478
G498,G435,0.8567306988916842
G99,G288,0.8484024335576077
G565,G184,0.7137798839135234
G334,G109,0.9442733439339266
G556,G173,0.7607581123406049
G305,G551,0.8033187815608542
G548,G188,0.8144109550133518
G341,G227,0.931187062366319
G366,G250,0.9210721253727543
G359,G559,0.8762606561151582
G215,G510,0.8123239459669246
G274,G28,0.8661136566718757
G565,G346,0.8027043349332196
G264,G77,0.7387214687852002
G340,G499,0.8512530239255084
G425,G27,0.8429704392865132
G425,G484,0.7890617743794592
G507,G579,0.9438237120113065
G328,G77,0.7856741908944813
G304,G468,0.8365234017479485
G14,G508,0.7031308977592221
G385,G152,0.7272485088695981
G255,G591,0.8619192725559922
G30,G485,0.7220777563479958
G567,G115,0.7342951917121368
G61,G220,0.9144579681884863
G123,G278,0.8321869035665842
G528,G331,0.7454803278861248
G133,G49,0.8701357034082158
G67,G80,0.7028534290259391
G508,G328,0.7994112874419493
G205,G552,0.9009712630779959
G103,G577,0.9477197124356376
G284,G473,0.7417125456540546
G477,G432,0.9402479465443759
G101,G415,0.7906404737633391
G125,G463,0.8067622795662799
G152,G511,0.7464516096363132
G535,G527,0.7502214027079639
G345,G159,0.9024099528683451
G488,G100,0.8665004906419462
G77,G2,0.7311404919183683
G5,G508,0.9344080384377554
G431,G348,0.7118258419657595
